winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,BMI
176.0,64,7.0,140.982,92.0,87,99.0,7.13,99.0,0.1,2819.65,1815121.0,3.3,3.3,0.692,14.6,45.3
144.0,32,0.17,285.12,77.0,39,45.0,3.32,79.0,0.1,5854.614,3172753.0,5.3,5.1,0.649,10.4,56.5
17.0,1,4.54,221.843,99.0,1,98.0,6.38,97.0,0.1,2416.588,326939.0,1.8,1.9,0.681,10.9,48.9
4.0,58,5.03,73.033,79.0,87,79.0,4.75,45.0,3.2,952.187,1742795.0,6.9,7.0,0.456,8.3,23.3
225.0,0,0.01,88.629,18.0,0,94.0,4.85,94.0,0.1,4498.957,1388115.0,2.4,2.5,0.781,15.0,54.3
361.0,64,8.06,239.891,72.0,87,73.0,3.38,71.0,2.5,4299.129,17153357.0,8.9,8.8,0.495,9.4,21.0
183.0,0,6.37,128.09,18.0,0,45.0,6.47,45.0,0.2,1458.88,1321618.0,6.0,6.4,0.773,12.5,41.1
76.0,0,12.0,1109.855,83.0,0,83.0,1.6,83.0,0.1,8787.614,8321496.0,1.7,1.9,0.864,15.1,54.2
75.0,2,8.2,771.182,18.0,2,95.0,9.75,95.0,0.1,4386.699,325755.0,0.5,0.4,0.891,15.8,61.9
388.0,64,3.49,35.933,73.0,87,45.0,4.41,45.0,2.4,779.468,1823369.0,1.4,1.3,0.406,5.9,16.8
491.0,2,6.37,629.843,92.0,3,96.0,5.62,96.0,3.2,5351.254,1855852.0,1.0,9.9,0.593,11.9,32.7
29.0,1,0.14,8.574,89.0,1,88.0,5.91,88.0,0.1,87.939,5896.0,16.1,16.7,0.27,7.6,14.4
132.0,6,2.1,22.486,74.0,6,84.0,5.85,81.0,0.1,495.295,8947243.0,2.8,2.9,0.728,11.6,47.3
19.0,17,1.41,188.144,97.0,20,98.0,5.38,98.0,0.1,8787.614,17153357.0,4.9,4.7,0.754,14.4,64.5
112.0,0,1.75,491.498,98.0,0,98.0,5.9,98.0,0.1,3432.248,34.0,14.6,14.7,0.601,11.8,16.7
191.0,64,0.06,72.016,66.0,87,78.0,2.91,72.0,0.1,1586.254,17153357.0,1.8,1.8,0.632,10.9,19.7
137.0,12,7.68,1109.855,66.0,14,88.0,9.21,83.0,0.1,7669.274,3757452.0,1.2,1.1,0.764,15.0,54.0
213.0,0,0.6,111.739,18.0,0,74.0,1.6,79.0,0.1,1214.557,92325.0,0.2,0.2,0.27,12.2,72.1
14.0,30,0.15,0.0,65.0,37,76.0,4.36,77.0,0.1,1391.817,17153357.0,5.5,5.3,0.614,9.1,5.6
57.0,0,7.4,1109.855,53.0,0,98.0,11.79,98.0,0.1,8787.614,9519374.0,1.4,1.3,0.903,15.8,58.1
132.0,1,4.23,224.321,94.0,1,96.0,4.56,94.0,0.1,3218.382,2877311.0,2.0,2.1,0.72,12.3,51.2
98.0,1,1.67,69.139,81.0,1,75.0,8.7,81.0,0.1,712.776,411147.0,4.7,4.7,0.74,13.1,62.5
138.0,3,0.48,264.25,95.0,4,96.0,3.95,96.0,0.1,4463.676,2468873.0,9.3,9.1,0.724,12.1,28.8
355.0,64,8.1,35.959,77.0,87,67.0,4.26,77.0,2.3,484.617,2599834.0,8.6,8.5,0.523,11.4,22.1
141.0,3,2.37,42.731,99.0,3,99.0,3.5,99.0,0.1,382.55,2771.0,15.2,15.0,0.76,14.0,22.7
184.0,2,2.42,653.693,92.0,2,92.0,6.95,92.0,0.2,3895.664,625777.0,1.6,1.6,0.675,13.2,54.7
3.0,2,0.01,12.834,95.0,3,96.0,6.27,95.0,3.2,729.231,289315.0,7.3,7.0,0.687,12.5,36.2
69.0,2,11.03,941.756,88.0,3,94.0,11.3,95.0,0.1,4792.653,89825.0,1.1,1.1,0.92,17.0,61.9
218.0,64,4.45,13.399,48.0,86,85.0,3.23,88.0,0.1,179.372,17153357.0,1.0,9.7,0.636,11.6,19.6
181.0,10,0.35,2.272,84.0,12,85.0,5.35,86.0,0.3,52.36,7152385.0,3.8,3.8,0.586,10.9,34.7
166.0,0,2.83,624.236,99.0,0,99.0,4.97,99.0,0.1,7318.126,1247429.0,7.3,7.3,0.734,13.8,3.2
29.0,3,3.1,400.134,94.0,4,93.0,7.61,94.0,0.3,2519.737,5971535.0,2.0,1.9,0.628,12.0,47.8
64.0,1,9.78,578.742,97.0,2,97.0,9.56,97.0,0.1,3736.228,17153357.0,0.6,0.5,0.86,16.4,63.5
188.0,0,8.24,601.761,98.0,0,98.0,4.62,98.0,0.1,7578.852,81131.0,6.3,6.7,0.27,12.3,27.1
79.0,3,11.5,1109.855,83.0,3,98.0,11.54,98.0,0.1,8787.614,17153357.0,0.6,0.6,0.89,16.2,62.0
317.0,3,6.28,59.55,83.0,4,83.0,7.15,83.0,3.2,429.656,216375.0,11.5,11.4,0.589,11.3,3.2
12.0,9,8.35,1109.855,91.0,10,99.0,5.2,91.0,0.1,8787.614,4296739.0,1.0,0.9,0.822,17.2,61.0
16.0,27,0.45,63.421,43.0,32,95.0,4.18,95.0,0.1,1332.382,17153357.0,6.7,6.6,0.519,8.0,44.8
66.0,1,10.76,1109.855,94.0,1,92.0,8.78,92.0,0.1,8787.614,212492.0,0.7,0.6,0.921,18.6,62.9
288.0,41,1.7,129.026,84.0,62,84.0,4.64,84.0,2.9,922.935,17153357.0,7.9,7.9,0.51,8.7,23.0
313.0,48,4.88,8.77,76.0,87,94.0,6.87,82.0,2.3,46.999,1342193.0,1.3,9.8,0.27,4.4,14.2
129.0,3,0.53,101.609,97.0,4,97.0,4.1,97.0,0.1,1779.496,2917456.0,7.9,7.7,0.776,12.9,37.4
443.0,16,1.66,58.529,47.0,24,47.0,3.73,47.0,3.2,494.337,4476153.0,8.8,8.8,0.361,6.8,2.7
65.0,0,0.01,1109.855,99.0,0,99.0,9.16,99.0,0.1,6541.746,385.0,13.8,13.9,0.675,12.1,24.1
124.0,34,5.3,1109.855,98.0,39,97.0,6.4,97.0,0.1,8787.614,119917.0,1.6,1.6,0.745,12.6,6.8
61.0,2,7.96,66.378,96.0,2,96.0,8.89,96.0,0.1,464.185,17153357.0,0.5,0.5,0.866,16.3,59.9
374.0,64,8.9,133.123,49.0,87,54.0,3.47,54.0,3.2,2327.327,17153357.0,11.3,11.2,0.492,9.5,22.2
86.0,0,12.1,1109.855,83.0,0,83.0,1.56,83.0,0.1,8787.614,8171966.0,1.7,1.9,0.841,14.7,52.2
145.0,20,0.23,147.986,81.0,24,89.0,3.84,89.0,0.1,1732.858,17153357.0,6.4,6.3,0.644,10.9,45.3
154.0,6,0.62,8.597,18.0,8,78.0,7.92,77.0,0.1,145.216,8365.0,3.0,3.0,0.668,11.0,44.2
228.0,1,0.28,244.039,91.0,1,92.0,5.17,91.0,0.5,2178.921,727641.0,16.1,16.7,0.27,11.4,2.3
381.0,64,5.84,25.087,73.0,87,45.0,4.54,45.0,2.5,262.415,2262399.0,9.8,9.7,0.439,7.2,18.2
337.0,3,7.19,12.066,18.0,4,45.0,1.63,45.0,3.2,185.633,757317.0,9.8,9.8,0.563,8.7,2.2
13.0,11,7.63,719.366,81.0,12,91.0,6.84,98.0,0.1,4251.574,17153357.0,1.1,1.0,0.775,16.3,56.3
424.0,27,3.84,5.348,86.0,40,84.0,1.32,86.0,1.6,45.128,645872.0,8.3,8.2,0.384,8.7,21.7
172.0,0,2.88,42.124,44.0,0,45.0,5.4,49.0,0.1,335.113,184826.0,0.2,0.2,0.691,12.9,72.0
199.0,0,4.99,262.83,97.0,0,93.0,4.38,89.0,0.1,3556.562,26226.0,3.7,3.6,0.678,11.9,42.0
151.0,64,0.01,46.365,95.0,87,96.0,2.8,94.0,0.1,541.651,17153357.0,16.1,2.1,0.513,8.6,13.5
255.0,56,0.01,170.963,92.0,79,93.0,5.72,92.0,2.9,1335.646,462425.0,7.8,7.7,0.546,11.1,21.3
189.0,64,0.05,8.46,64.0,87,45.0,2.53,71.0,0.1,164.594,17153357.0,1.9,11.0,0.613,10.8,17.5
137.0,64,0.01,59.259,94.0,87,94.0,3.8,94.0,0.1,856.343,15572753.0,16.1,16.7,0.557,9.9,16.4
141.0,1,4.01,244.535,78.0,1,87.0,4.58,87.0,0.1,2158.299,29585.0,2.0,2.1,0.692,11.2,49.2
426.0,34,7.13,18.418,88.0,57,45.0,4.22,45.0,3.2,216.173,82573.0,7.6,7.7,0.318,6.6,13.2
34.0,3,7.97,115.069,18.0,4,57.0,5.32,45.0,3.2,1653.294,99111.0,9.2,9.2,0.59,9.1,21.7
134.0,1,7.42,462.708,89.0,1,96.0,8.24,88.0,0.1,3331.229,7463157.0,2.6,2.6,0.72,13.1,53.3
18.0,0,12.66,1109.855,95.0,0,92.0,6.86,92.0,0.1,8787.614,328115.0,2.7,2.8,0.826,16.7,6.5
89.0,0,12.27,1109.855,77.0,1,97.0,9.24,97.0,0.1,8787.614,1478617.0,0.8,0.8,0.861,15.7,6.2
154.0,54,7.52,1109.855,96.0,61,99.0,8.27,99.0,0.1,8787.614,17153357.0,2.9,2.9,0.716,13.8,52.0
96.0,1,4.07,24.887,87.0,1,45.0,9.69,86.0,0.1,689.396,4488263.0,1.9,1.8,0.747,13.1,54.4
282.0,56,0.55,81.841,74.0,87,76.0,6.97,74.0,1.7,595.637,1367566.0,9.4,9.3,0.363,6.4,19.0
139.0,1,3.58,33.175,92.0,1,93.0,5.21,92.0,0.6,513.549,2829493.0,1.8,1.7,0.722,12.8,51.2
124.0,44,4.9,920.828,98.0,52,98.0,6.11,98.0,0.1,7199.597,16995583.0,1.8,1.8,0.714,12.1,55.7
71.0,1,9.97,1109.855,95.0,1,92.0,8.32,93.0,0.1,8787.614,198954.0,0.7,0.7,0.905,18.6,6.3
328.0,29,2.41,20.623,79.0,42,74.0,4.99,79.0,3.2,185.793,1515321.0,6.4,6.2,0.565,12.5,22.3
232.0,1,7.2,362.87,94.0,1,94.0,6.45,94.0,1.9,2327.583,747869.0,5.7,5.5,0.62,11.2,4.3
128.0,21,0.56,157.643,95.0,25,95.0,5.48,95.0,0.1,2494.354,17153357.0,6.4,6.3,0.581,10.0,5.8
68.0,0,11.82,90.585,95.0,0,95.0,11.14,95.0,0.1,554.715,8479375.0,1.8,2.0,0.887,15.7,56.6
259.0,2,0.16,9.088,75.0,2,75.0,4.93,75.0,0.1,72.759,64162.0,7.3,7.2,0.459,10.0,2.1
123.0,1,3.79,279.429,95.0,1,96.0,4.55,95.0,0.1,3843.591,289359.0,2.1,2.1,0.736,12.7,53.3
276.0,3,0.5,49.07,79.0,4,45.0,3.26,54.0,0.1,422.286,87167.0,12.2,12.2,0.27,4.4,11.9
177.0,0,4.38,70.155,92.0,0,93.0,3.87,92.0,0.1,3792.182,1196287.0,8.0,8.0,0.673,12.2,25.8
28.0,0,0.54,162.29,86.0,0,84.0,11.79,86.0,0.1,1297.285,1568.0,0.1,0.1,0.576,11.9,74.6
183.0,20,2.73,119.457,99.0,23,99.0,5.34,99.0,0.2,1377.821,285624.0,3.0,3.1,0.657,11.9,4.7
86.0,2,11.12,1109.855,77.0,2,95.0,7.21,95.0,0.1,8787.614,4567864.0,0.6,0.5,0.82,15.7,57.6
441.0,29,3.91,5.38,77.0,44,75.0,1.29,77.0,1.9,46.376,6165372.0,8.7,8.7,0.367,8.3,2.7
157.0,4,3.08,286.121,97.0,5,97.0,8.84,97.0,0.5,1815.489,83521.0,2.3,2.2,0.603,11.3,45.9
22.0,0,11.29,80.997,95.0,0,91.0,6.46,94.0,0.1,555.536,3415213.0,3.2,3.2,0.78,15.8,57.8
84.0,2,6.76,1109.855,18.0,2,45.0,7.24,45.0,0.1,8787.614,1739746.0,0.8,0.8,0.826,15.5,61.8
427.0,2,6.56,476.863,94.0,3,96.0,5.55,96.0,3.2,5623.38,1946351.0,8.8,8.6,0.646,12.1,34.2
252.0,25,0.36,49.735,54.0,47,45.0,5.6,45.0,0.7,513.262,1396861.0,12.0,11.9,0.397,5.7,18.3
155.0,1,11.19,32.386,96.0,1,96.0,7.43,96.0,0.1,271.468,7775327.0,2.3,2.4,0.729,12.9,58.6
148.0,0,0.01,115.278,97.0,0,98.0,4.81,97.0,0.1,1153.938,126934.0,7.0,6.9,0.769,14.7,32.8
123.0,5,0.01,285.61,88.0,6,92.0,5.37,89.0,0.1,7496.336,9295784.0,2.8,2.8,0.742,11.8,49.7
184.0,0,6.33,701.853,99.0,0,99.0,2.64,99.0,0.1,8787.614,86956.0,5.9,6.3,0.739,13.2,31.8
74.0,0,7.46,1109.855,98.0,0,99.0,9.26,99.0,0.1,8787.614,1965211.0,0.8,0.7,0.86,17.1,65.4
157.0,57,7.33,564.523,99.0,64,99.0,8.65,99.0,0.1,8553.385,17153357.0,3.0,2.9,0.714,13.8,51.1
133.0,11,4.29,516.404,93.0,15,93.0,4.6,93.0,0.3,3611.215,17153357.0,1.2,1.2,0.696,13.2,5.2
66.0,1,10.31,1109.855,95.0,2,92.0,8.49,92.0,0.1,8787.614,26979.0,0.7,0.6,0.915,18.6,62.0
116.0,21,0.56,509.002,95.0,24,95.0,5.29,95.0,0.1,5432.252,17153357.0,5.9,5.8,0.724,14.0,55.0
218.0,58,4.85,198.256,77.0,74,78.0,4.37,79.0,0.1,2129.499,17153357.0,1.0,9.7,0.662,11.4,22.6
83.0,2,12.26,228.354,82.0,2,98.0,7.25,98.0,0.1,1719.535,17153357.0,0.6,0.5,0.828,15.7,58.8
93.0,1,4.2,150.889,89.0,1,89.0,8.37,89.0,0.1,612.623,4369469.0,1.9,1.9,0.734,12.8,52.4
279.0,4,0.01,8.201,87.0,6,87.0,6.14,87.0,3.2,61.566,1681495.0,7.5,7.3,0.415,9.1,25.0
375.0,61,0.01,54.912,79.0,84,79.0,6.98,79.0,3.2,623.287,17153357.0,3.6,3.5,0.409,9.1,22.2
278.0,16,12.04,161.73,98.0,18,98.0,6.22,98.0,0.3,8787.614,14274235.0,2.3,2.5,0.769,13.9,56.6
263.0,62,0.01,71.28,65.0,83,45.0,8.16,65.0,0.1,584.259,17153357.0,16.1,16.7,0.479,10.1,19.1
362.0,64,0.01,263.211,49.0,87,49.0,3.67,49.0,3.2,3221.678,1764652.0,1.1,9.9,0.521,10.0,24.7
132.0,1,3.81,97.741,91.0,1,93.0,5.5,91.0,0.1,1191.962,3612.0,2.0,2.1,0.668,10.9,48.4
22.0,61,0.28,4.633,75.0,83,82.0,1.78,82.0,0.6,296.973,17153357.0,13.2,13.5,0.474,8.0,17.0
76.0,0,9.0,1109.855,95.0,0,99.0,9.18,99.0,0.1,8787.614,11121341.0,0.8,0.7,0.859,16.4,63.7
138.0,11,4.85,58.499,93.0,14,93.0,4.73,93.0,0.3,428.878,2864198.0,1.2,1.2,0.7,13.2,5.8
149.0,4,0.54,23.372,97.0,5,98.0,3.4,98.0,0.1,445.175,2318568.0,9.8,9.6,0.715,11.6,26.0
174.0,6,2.61,28.808,93.0,8,88.0,6.63,94.0,1.7,188.783,6524283.0,2.8,2.7,0.551,9.8,38.8
23.0,22,0.32,8.309,94.0,36,93.0,4.72,94.0,0.7,95.398,11873557.0,11.0,1.9,0.425,6.8,2.3
21.0,40,0.01,45.338,88.0,52,88.0,2.28,88.0,0.3,1262.894,17153357.0,12.9,13.1,0.547,9.1,22.9
251.0,25,0.33,62.22,54.0,44,73.0,5.4,73.0,0.7,642.766,16799.0,11.8,11.7,0.401,5.9,18.7
81.0,0,11.96,331.457,98.0,0,98.0,9.74,98.0,0.1,2577.426,1514844.0,0.7,0.5,0.824,16.3,59.5
91.0,64,5.63,91.267,99.0,87,99.0,5.3,99.0,0.1,5633.796,134413.0,4.1,3.5,0.7,12.8,29.0
62.0,0,6.9,1109.855,42.0,0,98.0,9.23,98.0,0.1,8787.614,9219637.0,1.3,1.3,0.897,15.7,56.5
232.0,3,0.01,760.655,89.0,3,89.0,8.53,89.0,2.5,5488.132,231652.0,9.0,8.9,0.625,11.6,34.1
75.0,0,12.1,1109.855,86.0,0,86.0,11.17,86.0,0.1,8787.614,836344.0,1.7,1.9,0.872,15.4,55.2
189.0,11,2.02,484.719,96.0,13,94.0,6.33,96.0,0.4,3299.651,1527156.0,1.2,1.2,0.616,10.6,48.6
356.0,3,5.12,62.11,83.0,4,81.0,6.99,86.0,3.2,422.52,279915.0,12.0,12.0,0.578,11.3,29.4
94.0,0,14.07,1109.855,46.0,0,86.0,6.3,86.0,0.1,8787.614,385174.0,0.3,0.3,0.848,16.2,51.5
121.0,10,8.15,187.611,94.0,11,95.0,6.55,94.0,0.1,1276.265,17153357.0,1.0,0.9,0.802,16.8,59.8
72.0,2,9.3,1109.855,95.0,3,97.0,8.17,96.0,0.1,8787.614,5731323.0,0.5,0.5,0.841,15.4,57.0
17.0,3,3.69,21.411,88.0,4,88.0,6.33,88.0,0.3,124.993,545211.0,2.0,1.9,0.597,11.0,47.1
1.0,0,4.82,38.254,18.0,0,91.0,8.28,87.0,0.1,344.322,3779468.0,2.9,2.8,0.697,12.7,51.0
199.0,0,13.94,1109.855,97.0,0,97.0,5.69,97.0,0.1,8318.429,9474511.0,1.9,2.0,0.796,15.7,61.7
26.0,8,0.01,80.927,84.0,12,84.0,3.77,84.0,0.9,1326.669,46392.0,8.0,7.7,0.509,8.5,3.1
367.0,46,0.62,57.824,18.0,79,51.0,3.0,45.0,3.2,973.473,1275135.0,9.0,8.9,0.381,7.3,17.9
335.0,11,0.73,62.563,57.0,14,51.0,3.98,59.0,1.1,631.947,5572222.0,1.6,1.5,0.418,6.2,37.5
171.0,0,6.94,1109.855,92.0,0,94.0,5.93,92.0,0.3,8787.614,1354493.0,5.8,6.0,0.778,12.7,46.0
96.0,0,13.11,1109.855,97.0,0,97.0,9.67,97.0,0.1,8787.614,1522288.0,0.7,0.5,0.793,15.4,54.9
17.0,0,0.01,151.105,99.0,0,99.0,3.37,99.0,0.1,1557.779,91359.0,5.7,6.0,0.766,13.2,36.2
45.0,64,1.48,0.797,75.0,87,74.0,4.91,75.0,3.2,53.128,17153357.0,3.7,3.7,0.372,8.8,19.7
291.0,64,0.02,1.389,66.0,87,58.0,8.7,58.0,0.1,25.294,257798.0,16.1,16.7,0.396,7.9,14.2
16.0,1,4.15,1109.855,88.0,1,89.0,7.82,89.0,0.1,5245.187,438794.0,2.0,1.9,0.727,12.6,51.4
317.0,31,0.16,10.384,57.0,49,53.0,3.2,57.0,2.6,296.684,9881428.0,9.1,9.1,0.356,7.1,19.0
172.0,64,6.95,15.858,97.0,87,99.0,6.94,99.0,0.1,359.588,17153357.0,3.3,3.3,0.699,14.8,46.1
131.0,4,0.55,248.697,97.0,4,97.0,9.9,99.0,0.1,1728.266,5193482.0,4.0,3.9,0.706,12.7,54.8
86.0,2,7.26,211.614,94.0,2,93.0,7.0,94.0,0.1,1475.692,17153357.0,0.8,0.8,0.82,15.4,61.2
412.0,64,1.82,39.557,76.0,87,45.0,4.36,76.0,3.2,519.8,3648288.0,8.6,8.5,0.474,9.6,16.4
217.0,0,0.49,70.756,79.0,0,96.0,9.1,77.0,0.1,826.586,87343.0,0.2,0.2,0.27,11.7,69.7
382.0,2,0.01,574.39,98.0,3,98.0,9.25,98.0,3.2,3464.352,129597.0,4.3,4.3,0.541,11.4,31.8
19.0,0,0.01,707.145,18.0,0,94.0,6.43,94.0,0.1,7186.43,62127.0,1.8,1.9,0.799,15.1,6.7
19.0,0,12.21,1109.855,97.0,0,96.0,8.18,96.0,0.1,8787.614,442978.0,1.7,1.6,0.803,14.2,6.0
4.0,64,1.18,39.752,74.0,87,74.0,5.43,74.0,3.2,463.853,2352463.0,3.7,3.6,0.382,9.2,2.1
491.0,4,2.75,104.314,91.0,6,89.0,9.8,91.0,3.2,923.137,21929.0,7.6,7.4,0.453,10.8,29.2
164.0,6,6.05,74.822,81.0,8,86.0,4.34,85.0,1.6,4647.314,954353.0,3.4,3.4,0.685,12.7,5.4
238.0,1,7.35,17.464,93.0,1,93.0,5.83,93.0,1.8,198.455,75946.0,5.7,5.5,0.619,11.4,39.0
12.0,3,1.4,585.631,99.0,3,99.0,6.18,99.0,0.1,4129.977,1521834.0,6.3,6.3,0.706,14.4,55.6
171.0,1,3.46,24.828,36.0,1,95.0,5.81,93.0,2.2,336.874,2656864.0,2.0,1.9,0.682,11.4,41.6
218.0,0,7.56,345.904,98.0,1,98.0,5.1,98.0,0.3,3944.178,75881.0,5.5,5.3,0.633,10.3,45.0
344.0,3,10.99,1109.855,18.0,4,45.0,3.29,45.0,3.2,8787.614,99429.0,8.9,8.8,0.58,9.2,22.6
24.0,15,2.45,249.326,87.0,19,84.0,6.88,84.0,0.4,1753.349,125478.0,1.4,1.4,0.56,9.0,42.4
167.0,64,0.04,57.877,74.0,87,75.0,3.1,74.0,0.1,1226.215,17153357.0,2.0,2.4,0.525,7.5,22.5
367.0,64,8.3,194.203,46.0,87,46.0,3.7,46.0,3.2,2996.964,17153357.0,1.4,1.2,0.514,9.8,24.1
11.0,0,0.01,648.133,18.0,0,94.0,7.25,94.0,0.1,6586.719,6261.0,1.9,1.9,0.797,15.1,6.2
491.0,51,1.18,13.763,64.0,84,73.0,6.7,75.0,3.2,153.259,11376172.0,8.0,7.9,0.391,10.7,14.1
366.0,46,0.64,76.524,39.0,78,46.0,3.42,45.0,3.1,986.132,13133589.0,8.8,8.7,0.387,7.3,18.2
296.0,41,1.5,78.711,84.0,62,85.0,4.51,84.0,3.1,498.172,215429.0,8.1,8.1,0.499,8.1,22.4
123.0,1,6.48,421.48,94.0,1,94.0,7.46,94.0,0.1,6281.377,332713.0,1.8,1.7,0.742,14.2,55.7
451.0,16,0.01,52.378,23.0,23,45.0,3.82,45.0,3.2,337.485,4499653.0,8.5,8.5,0.37,7.1,21.6
261.0,9,0.01,48.099,18.0,12,45.0,1.19,45.0,1.2,415.362,4181563.0,7.0,6.9,0.416,9.6,25.6
222.0,64,1.0,19.003,18.0,87,58.0,4.5,59.0,0.3,447.139,17153357.0,16.1,16.7,0.494,8.3,11.8
218.0,0,7.49,466.669,98.0,1,97.0,7.32,98.0,0.3,2716.353,745693.0,5.6,5.4,0.618,10.5,41.6
13.0,3,0.51,9.23,96.0,4,96.0,3.89,96.0,0.1,145.126,17153357.0,8.0,7.8,0.774,13.0,36.3
277.0,10,3.75,5.592,64.0,13,84.0,11.79,81.0,2.1,33.667,3811528.0,7.6,7.4,0.4,9.7,24.0
37.0,22,10.18,224.46,81.0,26,97.0,5.42,96.0,0.2,1771.587,17153357.0,2.9,3.0,0.709,12.1,54.0
78.0,0,9.88,271.255,98.0,0,98.0,9.5,98.0,0.1,2277.536,14162.0,0.7,0.5,0.837,16.8,6.9
88.0,0,12.25,1109.855,97.0,0,97.0,1.44,98.0,0.1,8787.614,15731.0,0.7,0.5,0.812,16.0,58.1
196.0,0,5.13,885.074,87.0,0,85.0,6.14,87.0,0.6,7443.852,52619.0,3.5,3.4,0.696,12.1,54.1
491.0,3,5.52,131.042,88.0,4,87.0,5.16,85.0,3.2,1324.996,1893.0,8.6,8.8,0.502,9.2,26.7
28.0,5,6.48,26.407,99.0,6,98.0,4.3,98.0,0.1,1389.856,1735275.0,2.4,2.5,0.782,15.0,51.4
14.0,1,3.96,2.889,89.0,1,91.0,3.8,89.0,0.1,41.27,29822.0,2.0,2.1,0.721,12.3,5.1
66.0,0,10.75,746.367,95.0,0,96.0,7.78,96.0,0.1,5553.326,4617225.0,0.3,0.2,0.91,18.6,62.1
211.0,52,0.28,11.052,91.0,69,45.0,2.5,45.0,0.6,741.777,49869.0,13.1,13.4,0.504,8.5,19.1
39.0,42,1.49,25.56,18.0,64,81.0,3.56,79.0,3.2,273.66,1942165.0,9.0,9.0,0.485,8.0,2.1
282.0,18,6.39,0.662,97.0,28,97.0,7.66,97.0,3.2,5.669,978169.0,6.7,6.6,0.438,10.4,17.1
44.0,64,2.58,30.36,73.0,87,45.0,5.38,45.0,2.1,526.169,16983266.0,1.7,1.7,0.391,5.1,15.8
14.0,64,0.01,62.35,96.0,87,96.0,3.16,96.0,0.1,835.789,17153357.0,16.1,16.7,0.545,9.4,15.8
263.0,2,2.43,55.609,98.0,2,98.0,5.81,98.0,0.1,571.519,2443659.0,2.4,2.5,0.599,10.1,39.8
216.0,0,9.92,86.926,99.0,0,99.0,6.37,99.0,0.1,7558.743,2238799.0,2.5,2.5,0.791,15.9,57.0
146.0,5,1.69,72.428,32.0,5,98.0,3.95,99.0,0.1,989.455,1983.0,15.4,15.5,0.697,12.7,15.6
82.0,0,13.24,675.213,46.0,0,86.0,7.5,86.0,0.1,4117.155,3996521.0,0.3,0.2,0.87,16.8,53.6
22.0,7,6.32,293.02,79.0,8,65.0,5.53,79.0,2.3,2372.629,896776.0,3.6,3.5,0.665,12.4,46.1
189.0,15,6.14,282.836,96.0,18,98.0,3.58,98.0,0.6,2358.936,17153357.0,9.1,9.3,0.666,11.8,2.9
74.0,2,8.3,1109.855,28.0,2,89.0,1.3,92.0,0.1,8787.614,17153357.0,0.5,0.4,0.897,15.8,63.0
83.0,2,7.16,1109.855,95.0,2,95.0,7.79,95.0,0.1,8787.614,17153357.0,0.8,0.8,0.841,16.2,63.1
491.0,36,1.16,7.915,93.0,56,93.0,1.18,93.0,3.2,42.738,1471462.0,6.9,6.8,0.415,9.9,17.3
287.0,8,6.55,33.917,99.0,9,99.0,3.95,82.0,0.1,2874.288,1512985.0,2.5,2.6,0.725,13.5,45.8
61.0,1,2.69,1109.855,97.0,1,96.0,7.89,96.0,0.1,8787.614,8595.0,1.2,1.1,0.891,15.9,64.2
229.0,7,2.33,130.378,96.0,8,99.0,3.34,98.0,0.1,967.917,4612.0,3.5,3.5,0.27,10.2,38.7
64.0,0,11.47,1109.855,93.0,0,97.0,6.28,97.0,0.1,8787.614,14559.0,0.9,1.0,0.829,13.4,55.8
221.0,64,4.42,0.1,42.0,87,77.0,2.79,79.0,0.1,1.681,813526.0,1.0,9.7,0.625,11.4,18.7
178.0,64,0.03,3.913,75.0,87,75.0,3.35,75.0,0.1,95.433,16332974.0,2.8,16.7,0.505,6.7,2.1
84.0,3,11.76,1109.855,87.0,3,94.0,1.34,96.0,0.1,8787.614,17153357.0,1.1,1.1,0.892,16.5,58.0
18.0,0,6.56,629.202,95.0,0,95.0,5.79,95.0,0.2,4688.538,344181.0,3.4,3.4,0.706,12.9,49.3
121.0,0,6.17,709.131,93.0,0,95.0,6.13,95.0,0.1,7325.735,616969.0,2.1,2.1,0.774,14.2,57.8
132.0,20,0.36,270.24,18.0,23,95.0,3.36,95.0,0.1,3464.618,17153357.0,6.1,6.0,0.686,12.3,49.8
336.0,36,0.17,19.898,57.0,58,52.0,3.65,45.0,3.0,315.84,8971139.0,1.1,1.1,0.322,5.1,16.9
63.0,1,10.3,1109.855,92.0,1,92.0,9.2,92.0,0.1,8787.614,223424.0,0.6,0.6,0.927,18.6,64.4
123.0,1,6.35,152.545,96.0,1,96.0,11.15,96.0,0.1,522.951,3325612.0,1.6,1.6,0.753,15.5,58.3
119.0,4,0.61,535.279,97.0,4,98.0,8.78,97.0,0.1,3385.697,6489822.0,3.8,3.8,0.739,13.6,6.1
169.0,3,3.64,275.064,97.0,3,97.0,6.98,97.0,0.2,1518.854,559456.0,1.9,1.8,0.607,11.1,48.6
215.0,8,0.01,11.145,64.0,12,63.0,3.79,64.0,1.2,146.839,356288.0,8.9,8.7,0.476,7.1,26.8
