Country,Year,Status,Life_Expectancy,Adult_Mortality,Infant_Deaths,Alcohol,Percentage_Exp,HepatitisB,BMI,Under_Five_Deaths,Polio,Tot_Exp,Diphtheria,HIV/AIDS,GDP,Population,thinness_1to19_years,thinness_5to9_years,Income_Comp_Of_Resources,Schooling,winsorized_Life_Expectancy,winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
Thailand,2013,Developing,74.5,153.0,9,6.5,788.687,99.0,31.3,10,99.0,4.0,99.0,0.1,6171.262,6814365.0,7.9,7.9,0.733,13.6,74.5,153.0,9,6.5,788.687,99.0,10,99.0,4.0,99.0,0.1,6171.262,6814365.0,7.9,7.9,0.733,13.6,9.969,0.001,15.3
Thailand,2012,Developing,74.3,154.0,9,6.56,801.05,98.0,3.1,11,99.0,4.17,99.0,0.1,5859.916,67843979.0,8.0,8.1,0.729,13.7,74.3,154.0,9,6.56,801.05,98.0,11,99.0,4.17,99.0,0.1,5859.916,17153357.0,8.0,8.1,0.729,13.7,9.987,0.001,14.0
Thailand,2011,Developing,74.1,155.0,10,6.07,748.445,98.0,29.0,11,99.0,4.12,99.0,0.2,5491.16,675313.0,8.1,8.2,0.72,13.3,74.1,155.0,10,6.07,748.445,98.0,11,99.0,4.12,99.0,0.2,5491.16,675313.0,8.1,8.2,0.72,13.3,9.576,0.001,14.091
Thailand,2010,Developing,73.9,158.0,10,5.95,71.685,98.0,27.9,12,99.0,3.81,99.0,0.2,575.322,672888.0,8.2,8.3,0.711,13.1,73.9,158.0,10,5.95,71.685,98.0,12,99.0,3.81,99.0,0.2,575.322,672888.0,8.2,8.3,0.711,13.1,9.314,0.007,13.167
Thailand,2009,Developing,73.7,16.0,11,5.88,547.21,98.0,26.8,12,99.0,4.11,99.0,0.3,4212.549,66881867.0,8.3,8.5,0.706,13.0,73.7,16.0,11,5.88,547.21,98.0,12,99.0,4.11,99.0,0.3,4212.549,17153357.0,8.3,8.5,0.706,13.0,9.178,0.001,1.333
Thailand,2008,Developing,73.5,162.0,11,5.92,609.951,98.0,25.7,13,99.0,3.92,99.0,0.3,4378.687,6654576.0,8.5,8.6,0.7,12.9,73.5,162.0,11,5.92,609.951,98.0,13,99.0,3.92,99.0,0.3,4378.687,6654576.0,8.5,8.6,0.7,12.9,9.03,0.001,12.462
Thailand,2007,Developing,73.3,165.0,12,6.2,520.764,96.0,24.6,14,98.0,3.56,98.0,0.4,3972.265,66195615.0,8.6,8.8,0.687,12.3,73.3,165.0,12,6.2,520.764,96.0,14,98.0,3.56,98.0,0.4,3972.265,17153357.0,8.6,8.8,0.687,12.3,8.45,0.001,11.786
Thailand,2006,Developing,73.0,168.0,13,6.18,433.921,96.0,23.6,15,98.0,3.49,98.0,0.5,3368.953,65824164.0,8.7,8.9,0.686,12.4,73.0,168.0,13,6.18,433.921,96.0,15,98.0,3.49,98.0,0.5,3368.953,17153357.0,8.7,8.9,0.686,12.4,8.506,0.001,11.2
Thailand,2005,Developing,72.5,177.0,13,6.26,321.195,96.0,22.6,15,98.0,3.55,98.0,0.5,2893.651,6542547.0,8.9,9.1,0.682,12.0,72.5,177.0,13,6.26,321.195,96.0,15,98.0,3.55,98.0,0.5,2893.651,6542547.0,8.9,9.1,0.682,12.0,8.184,0.001,11.8
Thailand,2004,Developing,71.6,189.0,14,6.17,301.36,96.0,21.7,16,98.0,3.51,98.0,0.5,2659.839,652231.0,9.0,9.2,0.674,11.9,71.6,189.0,14,6.17,301.36,96.0,16,98.0,3.51,98.0,0.5,2659.839,652231.0,9.0,9.2,0.674,11.9,8.021,0.001,11.812
Thailand,2003,Developing,71.7,189.0,15,6.14,282.836,96.0,2.9,18,98.0,3.58,98.0,0.6,2358.936,64554952.0,9.1,9.3,0.666,11.8,71.7,189.0,15,6.14,282.836,96.0,18,98.0,3.58,98.0,0.6,2358.936,17153357.0,9.1,9.3,0.666,11.8,7.859,0.002,10.5
Thailand,2002,Developing,71.4,192.0,16,5.93,27.638,95.0,2.2,19,97.0,3.7,96.0,0.7,296.546,6473164.0,9.2,9.5,0.657,11.5,71.4,192.0,16,5.93,27.638,95.0,19,97.0,3.7,96.0,0.7,296.546,6473164.0,9.2,9.5,0.657,11.5,7.556,0.012,10.105
Thailand,2000,Developing,71.1,194.0,18,5.88,0.276,95.0,18.7,21,97.0,3.4,97.0,0.8,27.565,6295821.0,9.4,9.7,0.64,10.9,71.1,194.0,18,5.88,0.276,95.0,21,97.0,3.4,97.0,0.8,27.565,6295821.0,9.4,9.7,0.64,10.9,6.976,0.123,9.238
Timor-Leste,2014,Developing,68.0,155.0,2,0.01,28.146,77.0,17.0,2,76.0,1.48,77.0,0.1,1153.516,1212814.0,1.9,11.1,0.612,12.5,68.0,155.0,2,0.01,28.146,77.0,2,76.0,1.48,77.0,0.1,1153.516,1212814.0,1.9,11.1,0.612,12.5,7.65,0.001,77.5
Timor-Leste,2012,Developing,67.4,159.0,2,0.01,30.18,83.0,16.2,2,83.0,1.1,83.0,0.1,1117.777,115676.0,11.2,11.3,0.618,12.5,67.4,159.0,2,0.01,30.18,83.0,2,83.0,1.1,83.0,0.1,1117.777,115676.0,11.2,11.3,0.618,12.5,7.725,0.001,79.5
Timor-Leste,2011,Developing,67.2,161.0,2,0.5,2.727,67.0,15.8,3,66.0,0.76,67.0,0.1,114.562,1131523.0,11.3,11.4,0.607,12.5,67.2,161.0,2,0.5,2.727,67.0,3,66.0,0.76,67.0,0.1,114.562,1131523.0,11.3,11.4,0.607,12.5,7.587,0.007,53.667
Timor-Leste,2010,Developing,66.9,163.0,2,0.1,38.584,72.0,15.5,3,72.0,0.92,72.0,0.1,849.863,119591.0,11.5,11.5,0.599,12.4,66.9,163.0,2,0.1,38.584,72.0,3,72.0,0.92,72.0,0.1,849.863,119591.0,11.5,11.5,0.599,12.4,7.428,0.001,54.333
Timor-Leste,2009,Developing,66.6,165.0,2,0.09,36.199,72.0,15.1,3,78.0,1.2,72.0,0.1,757.311,19221.0,11.6,11.6,0.599,12.1,66.6,165.0,2,0.09,36.199,72.0,3,78.0,1.2,72.0,0.1,757.311,19221.0,11.6,11.6,0.599,12.1,7.248,0.002,55.0
Timor-Leste,2008,Developing,66.2,168.0,2,0.06,36.692,79.0,14.7,3,79.0,0.74,79.0,0.1,643.719,17811.0,11.7,11.7,0.566,11.7,66.2,168.0,2,0.06,36.692,79.0,3,79.0,0.74,79.0,0.1,643.719,17811.0,11.7,11.7,0.566,11.7,6.622,0.001,56.0
Timor-Leste,2007,Developing,65.8,173.0,2,0.05,11.758,79.0,14.2,3,7.0,0.37,7.0,0.1,524.896,164973.0,11.8,11.8,0.541,11.3,65.8,173.0,2,0.05,11.758,79.0,3,45.0,0.37,45.0,0.1,524.896,164973.0,11.8,11.8,0.541,11.3,6.113,0.001,57.667
Timor-Leste,2006,Developing,64.9,186.0,2,0.04,28.126,79.0,13.9,3,62.0,0.65,63.0,0.1,441.532,148621.0,11.9,11.9,0.511,11.0,64.9,186.0,2,0.04,28.126,79.0,3,62.0,0.65,63.0,0.1,441.532,148621.0,11.9,11.9,0.511,11.0,5.621,0.001,62.0
Timor-Leste,2005,Developing,63.7,26.0,3,0.36,7.127,79.0,13.5,3,55.0,1.5,55.0,0.1,478.332,126484.0,12.0,11.9,0.492,10.6,63.7,26.0,3,0.36,7.127,79.0,3,55.0,1.5,55.0,0.1,478.332,126484.0,12.0,11.9,0.492,10.6,5.215,0.003,8.667
Timor-Leste,2004,Developing,62.3,229.0,3,0.38,8.416,79.0,13.2,3,57.0,1.31,57.0,0.1,467.544,996698.0,12.0,12.0,0.484,10.2,62.3,229.0,3,0.38,8.416,79.0,3,57.0,1.31,57.0,0.1,467.544,996698.0,12.0,12.0,0.484,10.2,4.937,0.003,76.333
Timor-Leste,2003,Developing,61.0,25.0,3,0.44,46.391,79.0,12.9,4,55.0,2.48,55.0,0.1,471.457,96852.0,12.1,12.1,0.485,9.8,61.0,25.0,3,0.44,46.391,79.0,4,55.0,2.48,55.0,0.1,471.457,96852.0,12.1,12.1,0.485,9.8,4.753,0.005,6.25
Timor-Leste,2002,Developing,62.0,261.0,3,0.48,5.649,79.0,12.6,4,38.0,3.89,54.0,0.1,48.616,923825.0,12.1,12.1,0.475,9.8,62.0,261.0,3,0.48,5.649,79.0,4,45.0,3.89,54.0,0.1,48.616,923825.0,12.1,12.1,0.475,9.8,4.655,0.08,65.25
Timor-Leste,2001,Developing,59.4,269.0,3,0.5,6.557,79.0,12.3,4,38.0,3.75,54.0,0.1,56.425,892531.0,12.1,12.2,0.47,9.8,59.4,269.0,3,0.5,6.557,79.0,4,45.0,3.75,54.0,0.1,56.425,892531.0,12.1,12.2,0.47,9.8,4.606,0.066,67.25
Timor-Leste,2000,Developing,58.7,276.0,3,0.5,49.07,79.0,11.9,4,38.0,3.26,54.0,0.1,422.286,87167.0,12.2,12.2,0.0,0.0,58.7,276.0,3,0.5,49.07,79.0,4,45.0,3.26,54.0,0.1,422.286,87167.0,12.2,12.2,0.27,4.4,1.188,0.008,69.0
Togo,2014,Developing,59.7,285.0,13,0.01,4.877,87.0,23.7,20,85.0,5.25,87.0,1.0,62.132,7228915.0,6.6,6.4,0.475,12.0,59.7,285.0,13,0.01,4.877,87.0,20,85.0,5.25,87.0,1.0,62.132,7228915.0,6.6,6.4,0.475,12.0,5.7,0.084,14.25
Togo,2013,Developing,59.4,287.0,14,0.01,48.73,84.0,23.1,20,84.0,5.12,84.0,1.5,579.435,742948.0,6.8,6.6,0.47,12.0,59.4,287.0,14,0.01,48.73,84.0,20,84.0,5.12,84.0,1.5,579.435,742948.0,6.8,6.6,0.47,12.0,5.64,0.009,14.35
Togo,2012,Developing,58.9,294.0,14,0.01,41.6,84.0,22.6,21,84.0,5.11,84.0,1.7,563.689,6859482.0,7.0,6.8,0.464,12.0,58.9,294.0,14,0.01,41.6,84.0,21,84.0,5.11,84.0,1.7,563.689,6859482.0,7.0,6.8,0.464,12.0,5.568,0.009,14.0
Togo,2011,Developing,58.3,34.0,14,1.44,39.083,85.0,22.0,21,85.0,5.21,85.0,2.6,562.339,6679282.0,7.1,7.0,0.457,11.5,58.3,34.0,14,1.44,39.083,85.0,21,85.0,5.21,85.0,2.6,562.339,6679282.0,7.1,7.0,0.457,11.5,5.256,0.009,1.619
Togo,2010,Developing,57.4,323.0,14,1.21,41.961,83.0,21.4,21,83.0,5.37,83.0,3.8,487.924,652952.0,7.3,7.2,0.449,11.0,57.4,323.0,14,1.21,41.961,83.0,21,83.0,5.37,83.0,3.2,487.924,652952.0,7.3,7.2,0.449,11.0,4.939,0.011,15.381
Togo,2009,Developing,56.7,336.0,14,1.24,77.096,78.0,2.9,22,78.0,6.64,78.0,4.3,499.647,633472.0,7.5,7.4,0.442,10.6,56.7,336.0,14,1.24,77.096,78.0,22,78.0,6.64,78.0,3.2,499.647,633472.0,7.5,7.4,0.442,10.6,4.685,0.013,15.273
Togo,2008,Developing,56.2,344.0,14,1.33,69.359,24.0,2.4,22,8.0,5.73,81.0,4.8,513.392,6161796.0,7.7,7.6,0.441,10.1,56.2,344.0,14,1.33,69.359,24.0,22,45.0,5.73,81.0,3.2,513.392,6161796.0,7.7,7.6,0.441,10.1,4.454,0.011,15.636
Togo,2007,Developing,55.9,344.0,14,1.37,0.676,24.0,19.8,22,72.0,5.55,82.0,5.1,42.765,5997385.0,7.9,7.8,0.443,10.6,55.9,344.0,14,1.37,0.676,24.0,22,72.0,5.55,82.0,3.2,42.765,5997385.0,7.9,7.8,0.443,10.6,4.696,0.13,15.636
Togo,2006,Developing,55.7,345.0,15,1.37,6.226,24.0,19.3,22,85.0,5.56,84.0,5.0,377.336,5837792.0,8.1,8.0,0.436,10.2,55.7,345.0,15,1.37,6.226,24.0,22,85.0,5.56,84.0,3.2,377.336,5837792.0,8.1,8.0,0.436,10.2,4.447,0.015,15.682
Togo,2005,Developing,55.0,357.0,15,1.14,36.622,24.0,18.9,22,8.0,5.17,82.0,5.0,372.172,5683268.0,8.4,8.3,0.435,10.1,55.0,357.0,15,1.14,36.622,24.0,22,45.0,5.17,82.0,3.2,372.172,5683268.0,8.4,8.3,0.435,10.1,4.393,0.014,16.227
Togo,2004,Developing,54.9,355.0,15,1.01,3.99,24.0,18.4,22,71.0,5.6,71.0,5.1,349.994,5534598.0,8.6,8.5,0.432,10.0,54.9,355.0,15,1.01,3.99,24.0,22,71.0,5.6,71.0,3.2,349.994,5534598.0,8.6,8.5,0.432,10.0,4.32,0.016,16.136
Togo,2003,Developing,54.7,355.0,15,1.02,2.996,24.0,17.9,22,72.0,5.0,72.0,5.2,31.437,539141.0,8.8,8.7,0.428,9.9,54.7,355.0,15,1.02,2.996,24.0,22,72.0,5.0,72.0,3.2,31.437,539141.0,8.8,8.7,0.428,9.9,4.237,0.159,16.136
Togo,2002,Developing,54.7,351.0,15,1.0,1.995,24.0,17.5,22,58.0,4.7,59.0,5.3,28.832,5251472.0,9.0,8.9,0.428,9.7,54.7,351.0,15,1.0,1.995,24.0,22,58.0,4.7,59.0,3.2,28.832,5251472.0,9.0,8.9,0.428,9.7,4.152,0.163,15.955
Togo,2001,Developing,54.6,345.0,14,0.95,2.049,24.0,17.1,22,51.0,4.29,5.0,5.3,26.639,511177.0,9.2,9.1,0.426,9.4,54.6,345.0,14,0.95,2.049,24.0,22,51.0,4.29,45.0,3.2,26.639,511177.0,9.2,9.1,0.426,9.4,4.004,0.161,15.682
Togo,2000,Developing,54.6,339.0,14,1.1,2.03,24.0,16.6,22,63.0,4.35,64.0,5.1,26.393,497367.0,9.4,9.3,0.425,9.3,54.6,339.0,14,1.1,2.03,24.0,22,63.0,4.35,64.0,3.2,26.393,497367.0,9.4,9.3,0.425,9.3,3.952,0.165,15.409
Tonga,2014,Developing,73.3,135.0,0,0.01,565.967,8.0,74.8,0,82.0,5.18,8.0,0.1,4192.35,15782.0,0.1,0.1,0.716,14.3,73.3,135.0,0,0.01,565.967,18.0,0,82.0,5.18,45.0,0.1,4192.35,15782.0,0.1,0.1,0.716,14.3,10.239,0.001,
Tonga,2013,Developing,73.2,137.0,0,0.01,584.945,82.0,74.3,0,84.0,4.98,82.0,0.1,4266.557,15328.0,0.1,0.1,0.718,14.3,73.2,137.0,0,0.01,584.945,82.0,0,84.0,4.98,82.0,0.1,4266.557,15328.0,0.1,0.1,0.718,14.3,10.267,0.001,
Tonga,2012,Developing,73.0,138.0,0,0.01,63.803,77.0,73.8,0,79.0,4.51,77.0,0.1,451.542,14951.0,0.1,0.1,0.717,14.4,73.0,138.0,0,0.01,63.803,77.0,0,79.0,4.51,77.0,0.1,451.542,14951.0,0.1,0.1,0.717,14.4,10.325,0.01,
Tonga,2011,Developing,72.9,14.0,0,0.96,7.034,82.0,73.3,0,84.0,4.6,82.0,0.1,445.189,14577.0,0.1,0.1,0.712,14.4,72.9,14.0,0,0.96,7.034,82.0,0,84.0,4.6,82.0,0.1,445.189,14577.0,0.1,0.1,0.712,14.4,10.253,0.01,
Tonga,2010,Developing,72.8,142.0,0,1.24,471.831,82.0,72.7,0,84.0,4.59,82.0,0.1,3547.6,14137.0,0.1,0.1,0.707,14.4,72.8,142.0,0,1.24,471.831,82.0,0,84.0,4.59,82.0,0.1,3547.6,14137.0,0.1,0.1,0.707,14.4,10.181,0.001,
Tonga,2009,Developing,72.5,147.0,0,1.08,4.784,84.0,72.1,0,86.0,4.67,84.0,0.1,37.847,1364.0,0.1,0.1,0.703,14.5,72.5,147.0,0,1.08,4.784,84.0,0,86.0,4.67,84.0,0.1,37.847,1364.0,0.1,0.1,0.703,14.5,10.194,0.123,
Tonga,2008,Developing,72.6,145.0,0,1.1,569.626,84.0,71.5,0,88.0,5.13,86.0,0.1,3392.647,135.0,0.1,0.1,0.698,14.5,72.6,145.0,0,1.1,569.626,84.0,0,88.0,5.13,86.0,0.1,3392.647,135.0,0.1,0.1,0.698,14.5,10.121,0.002,
Tonga,2007,Developing,72.5,146.0,0,2.05,568.869,87.0,7.8,0,88.0,5.82,87.0,0.1,2932.316,12357.0,0.1,0.1,0.698,14.5,72.5,146.0,0,2.05,568.869,87.0,0,88.0,5.82,87.0,0.1,2932.316,12357.0,0.1,0.1,0.698,14.5,10.121,0.002,
Tonga,2006,Developing,72.4,148.0,0,1.79,503.588,89.0,7.1,0,89.0,5.61,88.0,0.1,2892.523,11689.0,0.1,0.1,0.695,14.6,72.4,148.0,0,1.79,503.588,89.0,0,89.0,5.61,88.0,0.1,2892.523,11689.0,0.1,0.1,0.695,14.6,10.147,0.002,
Tonga,2005,Developing,72.3,15.0,0,1.57,689.944,89.0,69.4,0,9.0,6.52,89.0,0.1,2594.75,1141.0,0.1,0.1,0.694,14.6,72.3,15.0,0,1.57,689.944,89.0,0,45.0,6.52,89.0,0.1,2594.75,1141.0,0.1,0.1,0.694,14.6,10.132,0.003,
Tonga,2004,Developing,72.2,151.0,0,1.8,423.295,9.0,68.6,0,91.0,4.87,9.0,0.1,2284.379,146.0,0.1,0.1,0.693,14.6,72.2,151.0,0,1.8,423.295,18.0,0,91.0,4.87,45.0,0.1,2284.379,146.0,0.1,0.1,0.693,14.6,10.118,0.002,
Tonga,2003,Developing,72.0,153.0,0,1.79,45.851,85.0,67.8,0,91.0,5.9,9.0,0.1,229.715,99789.0,0.1,0.1,0.683,13.7,72.0,153.0,0,1.79,45.851,85.0,0,91.0,5.9,45.0,0.1,229.715,99789.0,0.1,0.1,0.683,13.7,9.357,0.026,
Tonga,2002,Developing,71.9,155.0,0,1.51,310.82,88.0,67.0,0,85.0,5.3,84.0,0.1,1842.444,99184.0,0.1,0.1,0.679,13.5,71.9,155.0,0,1.51,310.82,88.0,0,85.0,5.3,84.0,0.1,1842.444,99184.0,0.1,0.1,0.679,13.5,9.167,0.003,
Tonga,2001,Developing,71.8,157.0,0,1.35,330.101,91.0,66.2,0,91.0,5.66,89.0,0.1,1837.977,98611.0,0.1,0.1,0.674,13.2,71.8,157.0,0,1.35,330.101,91.0,0,91.0,5.66,89.0,0.1,1837.977,98611.0,0.1,0.1,0.674,13.2,8.897,0.003,
Tonga,2000,Developing,71.6,158.0,0,1.24,40.491,93.0,65.5,0,91.0,4.75,91.0,0.1,263.272,9882.0,0.1,0.1,0.676,13.7,71.6,158.0,0,1.24,40.491,93.0,0,91.0,4.75,91.0,0.1,263.272,9882.0,0.1,0.1,0.676,13.7,9.261,0.018,
Trinidad and Tobago,2014,Developing,71.1,171.0,0,6.94,1578.872,92.0,46.0,0,94.0,5.93,92.0,0.3,19325.243,1354493.0,5.8,6.0,0.778,12.7,71.1,171.0,0,6.94,1109.855,92.0,0,94.0,5.93,92.0,0.3,8787.614,1354493.0,5.8,6.0,0.778,12.7,9.881,0.0,
Trinidad and Tobago,2013,Developing,71.0,172.0,0,6.71,167.266,92.0,45.0,0,94.0,5.98,92.0,0.3,1967.833,1348248.0,5.8,6.0,0.773,12.7,71.0,172.0,0,6.71,167.266,92.0,0,94.0,5.98,92.0,0.3,1967.833,1348248.0,5.8,6.0,0.773,12.7,9.817,0.003,
Trinidad and Tobago,2012,Developing,78.0,174.0,0,6.7,1486.236,92.0,44.0,0,91.0,5.78,92.0,0.4,19152.531,1341588.0,5.9,6.1,0.772,12.6,78.0,174.0,0,6.7,1109.855,92.0,0,91.0,5.78,92.0,0.4,8787.614,1341588.0,5.9,6.1,0.772,12.6,9.727,0.0,
Trinidad and Tobago,2011,Developing,76.0,176.0,0,6.5,144.985,9.0,43.0,0,91.0,5.6,9.0,0.4,1953.977,1334788.0,5.9,6.2,0.774,12.6,76.0,176.0,0,6.5,144.985,18.0,0,91.0,5.6,45.0,0.4,1953.977,1334788.0,5.9,6.2,0.774,12.6,9.752,0.003,
Trinidad and Tobago,2010,Developing,74.0,179.0,0,6.5,1389.773,9.0,42.0,0,91.0,5.29,9.0,0.4,16683.946,13281.0,5.9,6.3,0.772,12.5,74.0,179.0,0,6.5,1109.855,18.0,0,91.0,5.29,45.0,0.4,8787.614,13281.0,5.9,6.3,0.772,12.5,9.65,0.0,
Trinidad and Tobago,2009,Developing,71.0,183.0,0,6.37,128.09,9.0,41.1,0,9.0,6.47,9.0,0.2,1458.88,1321618.0,6.0,6.4,0.773,12.5,71.0,183.0,0,6.37,128.09,18.0,0,45.0,6.47,45.0,0.2,1458.88,1321618.0,6.0,6.4,0.773,12.5,9.662,0.004,
Trinidad and Tobago,2008,Developing,69.9,185.0,0,6.41,1902.693,9.0,4.2,0,91.0,4.4,9.0,0.3,21188.119,1315372.0,6.1,6.4,0.767,12.4,69.9,185.0,0,6.41,1109.855,18.0,0,91.0,4.4,45.0,0.3,8787.614,1315372.0,6.1,6.4,0.767,12.4,9.511,0.0,
Trinidad and Tobago,2007,Developing,69.7,187.0,0,6.37,136.884,89.0,39.3,0,9.0,4.82,88.0,0.7,1653.184,13926.0,6.1,6.5,0.76,12.4,69.7,187.0,0,6.37,136.884,89.0,0,45.0,4.82,88.0,0.7,1653.184,13926.0,6.1,6.5,0.76,12.4,9.424,0.003,
Trinidad and Tobago,2006,Developing,69.6,188.0,0,6.35,103.371,89.0,38.4,0,89.0,4.49,92.0,0.6,1495.963,133144.0,6.2,6.6,0.751,12.3,69.6,188.0,0,6.35,103.371,89.0,0,89.0,4.49,92.0,0.6,1495.963,133144.0,6.2,6.6,0.751,12.3,9.237,0.003,
Trinidad and Tobago,2005,Developing,69.5,189.0,0,6.12,1187.949,95.0,37.6,0,95.0,5.31,95.0,0.5,12323.128,1296934.0,6.3,6.7,0.745,12.3,69.5,189.0,0,6.12,1109.855,95.0,0,95.0,5.31,95.0,0.5,8787.614,1296934.0,6.3,6.7,0.745,12.3,9.164,0.0,
Trinidad and Tobago,2004,Developing,69.4,19.0,0,5.82,11.851,94.0,36.8,0,94.0,5.22,94.0,1.0,129.519,129535.0,6.3,6.8,0.736,12.2,69.4,19.0,0,5.82,11.851,94.0,0,94.0,5.22,94.0,1.0,129.519,129535.0,6.3,6.8,0.736,12.2,8.979,0.04,
Trinidad and Tobago,2003,Developing,69.3,191.0,0,5.53,78.722,76.0,36.0,1,91.0,5.13,91.0,0.5,884.519,128452.0,6.4,6.9,0.729,12.0,69.3,191.0,0,5.53,78.722,76.0,1,91.0,5.13,91.0,0.5,884.519,128452.0,6.4,6.9,0.729,12.0,8.748,0.006,191.0
Trinidad and Tobago,2002,Developing,69.2,192.0,0,5.12,72.039,5.0,35.2,1,96.0,5.0,96.0,2.0,749.627,1277837.0,6.5,7.0,0.721,11.9,69.2,192.0,0,5.12,72.039,18.0,1,96.0,5.0,96.0,2.0,749.627,1277837.0,6.5,7.0,0.721,11.9,8.58,0.007,192.0
Trinidad and Tobago,2001,Developing,69.1,194.0,0,4.55,516.711,5.0,34.4,1,91.0,4.4,91.0,1.2,6935.721,127238.0,6.6,7.1,0.715,11.8,69.1,194.0,0,4.55,516.711,18.0,1,91.0,4.4,91.0,1.2,6935.721,127238.0,6.6,7.1,0.715,11.8,8.437,0.001,194.0
Trinidad and Tobago,2000,Developing,69.1,197.0,0,4.68,43.595,5.0,33.6,1,9.0,4.17,9.0,0.9,643.947,1267984.0,6.7,7.2,0.709,11.7,69.1,197.0,0,4.68,43.595,18.0,1,45.0,4.17,45.0,0.9,643.947,1267984.0,6.7,7.2,0.709,11.7,8.295,0.006,197.0
Tunisia,2014,Developing,75.1,12.0,3,1.39,604.87,98.0,6.2,3,98.0,7.0,98.0,0.1,4271.682,1114398.0,6.5,6.4,0.722,14.7,75.1,12.0,3,1.39,604.87,98.0,3,98.0,7.0,98.0,0.1,4271.682,1114398.0,6.5,6.4,0.722,14.7,10.613,0.002,4.0
Tunisia,2013,Developing,74.9,13.0,3,1.29,594.645,98.0,59.3,3,98.0,7.26,98.0,0.1,4199.473,1114558.0,6.4,6.3,0.72,14.7,74.9,13.0,3,1.29,594.645,98.0,3,98.0,7.26,98.0,0.1,4199.473,1114558.0,6.4,6.3,0.72,14.7,10.584,0.002,4.333
Tunisia,2012,Developing,74.9,13.0,3,1.3,585.878,97.0,58.3,3,97.0,7.18,97.0,0.1,4137.554,1886668.0,6.4,6.3,0.717,14.6,74.9,13.0,3,1.3,585.878,97.0,3,97.0,7.18,97.0,0.1,4137.554,1886668.0,6.4,6.3,0.717,14.6,10.468,0.002,4.333
Tunisia,2011,Developing,74.8,13.0,3,1.29,623.212,98.0,57.4,3,98.0,7.15,98.0,0.1,4256.913,1761467.0,6.4,6.3,0.714,14.5,74.8,13.0,3,1.29,623.212,98.0,3,98.0,7.15,98.0,0.1,4256.913,1761467.0,6.4,6.3,0.714,14.5,10.353,0.002,4.333
Tunisia,2010,Developing,74.8,12.0,3,1.28,64.856,98.0,56.5,3,98.0,6.54,98.0,0.1,414.152,1639931.0,6.3,6.3,0.71,14.4,74.8,12.0,3,1.28,64.856,98.0,3,98.0,6.54,98.0,0.1,414.152,1639931.0,6.3,6.3,0.71,14.4,10.224,0.016,4.0
Tunisia,2009,Developing,74.7,12.0,3,1.4,585.631,99.0,55.6,3,99.0,6.18,99.0,0.1,4129.977,1521834.0,6.3,6.3,0.706,14.4,74.7,12.0,3,1.4,585.631,99.0,3,99.0,6.18,99.0,0.1,4129.977,1521834.0,6.3,6.3,0.706,14.4,10.166,0.001,4.0
Tunisia,2008,Developing,74.7,12.0,3,1.37,53.085,99.0,54.7,3,99.0,5.63,99.0,0.1,431.933,147336.0,6.3,6.3,0.701,14.3,74.7,12.0,3,1.37,53.085,99.0,3,99.0,5.63,99.0,0.1,431.933,147336.0,6.3,6.3,0.701,14.3,10.024,0.013,4.0
Tunisia,2007,Developing,74.6,12.0,3,1.24,469.628,98.0,53.9,4,98.0,5.64,98.0,0.1,3778.184,129887.0,6.3,6.3,0.695,14.3,74.6,12.0,3,1.24,469.628,98.0,4,98.0,5.64,98.0,0.1,3778.184,129887.0,6.3,6.3,0.695,14.3,9.938,0.001,3.0
Tunisia,2006,Developing,74.4,12.0,3,1.46,420.115,99.0,53.1,4,99.0,5.64,99.0,0.1,3371.712,1196136.0,6.3,6.3,0.689,14.2,74.4,12.0,3,1.46,420.115,99.0,4,99.0,5.64,99.0,0.1,3371.712,1196136.0,6.3,6.3,0.689,14.2,9.784,0.002,3.0
Tunisia,2005,Developing,74.2,14.0,3,1.37,379.514,97.0,52.2,4,98.0,5.57,98.0,0.1,3194.562,112482.0,6.4,6.3,0.683,13.9,74.2,14.0,3,1.37,379.514,97.0,4,98.0,5.57,98.0,0.1,3194.562,112482.0,6.4,6.3,0.683,13.9,9.494,0.002,3.5
Tunisia,2004,Developing,74.0,15.0,3,1.36,379.766,96.0,51.4,4,97.0,5.63,97.0,0.1,3112.835,11761.0,6.4,6.3,0.673,13.6,74.0,15.0,3,1.36,379.766,96.0,4,97.0,5.63,97.0,0.1,3112.835,11761.0,6.4,6.3,0.673,13.6,9.153,0.002,3.75
Tunisia,2003,Developing,73.7,17.0,4,1.34,321.769,92.0,5.6,4,95.0,5.36,95.0,0.1,2761.969,9939678.0,6.4,6.3,0.667,13.5,73.7,17.0,4,1.34,321.769,92.0,4,95.0,5.36,95.0,0.1,2761.969,9939678.0,6.4,6.3,0.667,13.5,9.004,0.002,4.25
