Adult Mortality,Alcohol,percentage expenditure,BMI,Polio,Diphtheria,HIV/AIDS,GDP,thinness 10-19 years,Income composition of resources,Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
128.0,7.17,151.763,5.5,9.0,92.0,0.1,0.318,2.6,0.735,13.1,9.628,28.284,128.0
294.0,6.94,351.86,46.3,99.0,98.0,0.1,0.378,2.4,0.737,13.9,10.244,12.448,32.667
314.0,0.58,158.002,4.4,59.0,62.0,1.5,0.064,1.5,0.439,7.6,3.336,131.769,20.933
138.0,3.55,396.627,5.5,94.0,94.0,0.5,0.469,1.8,0.721,12.7,9.157,11.304,138.0
163.0,3.36,292.753,49.4,99.0,98.0,0.2,0.147,1.9,0.613,11.3,6.927,46.546,54.333
57.0,4.07,38.615,18.4,66.0,73.0,1.9,0.026,9.7,0.322,7.4,2.383,445.319,1.213
459.0,4.93,56.937,29.7,89.0,89.0,21.6,0.037,5.4,0.523,11.0,5.753,230.064,114.75
167.0,10.75,0.0,59.4,95.0,95.0,0.1,0.174,2.5,0.79,12.5,9.875,44.768,11.024000000000001
247.0,6.71,15.55,36.4,9.0,85.0,1.7,0.093,5.9,0.606,10.9,6.605,62.891,247.0
88.0,3.65,0.0,68.2,97.0,98.0,0.1,0.274,7.8,0.845,16.1,13.605,20.946,11.0
75.0,9.69,3.122,55.7,96.0,93.0,0.1,0.002,0.5,0.828,14.9,12.337,3499.392,25.0
121.0,0.01,33.559,29.0,94.0,94.0,0.3,0.035,7.1,0.636,13.2,8.395,132.712,11.024000000000001
161.0,3.65,0.0,4.7,96.0,96.0,0.2,0.092,3.6,0.625,11.3,7.062,62.385,14.636
266.0,0.01,0.0,17.5,94.0,94.0,0.5,0.174,8.6,0.414,5.0,2.07,17.793,33.25
155.0,0.01,28.146,17.0,76.0,77.0,0.1,0.115,1.9,0.612,12.5,7.65,12.828,77.5
159.0,6.93,0.0,51.2,96.0,96.0,0.1,0.174,3.5,0.713,13.3,9.483,48.671,11.024000000000001
148.0,0.2,185.637,55.2,78.0,78.0,0.1,0.374,5.4,0.643,10.3,6.623,12.435,3.795
176.0,3.65,0.0,58.3,89.0,89.0,0.4,0.883,3.5,0.723,12.7,9.182,6.488,11.024000000000001
87.0,1.99,106.43,55.0,98.0,98.0,0.1,0.131,6.2,0.796,13.5,10.746,29.631,11.024000000000001
142.0,2.56,41.621,21.9,99.0,99.0,0.1,0.036,15.2,0.757,13.8,10.447,102.167,47.333
247.0,0.35,66.022,19.1,87.0,87.0,0.7,0.073,11.6,0.408,6.2,2.53,77.48,5.881
128.0,9.65,774.44,57.0,91.0,91.0,0.1,0.542,2.2,0.755,13.6,10.268,3.506,128.0
146.0,2.05,568.869,7.8,88.0,87.0,0.1,0.294,0.1,0.698,14.5,10.121,19.827,11.024000000000001
76.0,9.34,496.223,62.6,89.0,89.0,0.1,0.267,0.3,0.888,19.1,16.961,32.39,11.024000000000001
65.0,0.01,1259.94,24.1,99.0,99.0,0.1,0.655,13.8,0.675,12.1,8.168,13.983,11.024000000000001
381.0,3.65,0.0,42.9,93.0,93.0,3.0,0.174,3.4,0.0,0.0,0.0,32.888,7.776
328.0,1.22,22.19,14.2,59.0,46.0,3.3,0.019,11.4,0.346,6.6,2.284,232.295,1.079
259.0,3.65,0.0,27.3,52.0,52.0,0.9,0.045,6.5,0.427,9.9,4.227,126.927,23.545
266.0,3.65,0.0,23.8,66.0,64.0,1.5,0.073,7.7,0.438,8.4,3.679,78.576,3.167
35.0,2.47,24.658,18.5,61.0,57.0,4.1,0.032,9.8,0.0,7.1,0.0,182.316,4.375
293.0,0.02,15.296,13.8,5.0,5.0,0.1,0.022,19.5,0.381,6.8,2.591,403.553,2.442
374.0,8.9,133.123,22.2,54.0,54.0,4.8,0.233,11.3,0.492,9.5,4.674,14.896,0.458
66.0,8.7,0.0,67.5,92.0,92.0,0.1,0.383,0.4,0.913,19.2,17.53,14.975,11.024000000000001
37.0,9.29,183.698,28.7,44.0,45.0,10.1,0.398,7.8,0.633,12.3,7.786,8.114,12.333
176.0,6.58,44.792,43.1,71.0,78.0,2.5,0.028,3.8,0.651,12.2,7.942,209.814,19.556
276.0,0.1,35.809,16.1,57.0,57.0,1.4,0.029,11.4,0.293,3.8,1.113,238.199,2.604
174.0,10.1,0.0,57.4,92.0,93.0,0.1,0.174,2.6,0.784,12.3,9.643,35.585,11.024000000000001
299.0,0.01,50.58,22.7,42.0,51.0,0.5,0.056,7.5,0.412,8.6,3.543,100.493,7.293
297.0,0.01,41.252,18.2,95.0,95.0,0.7,0.031,7.4,0.404,10.6,4.282,241.996,9.281
64.0,9.33,1035.621,59.3,97.0,97.0,0.1,0.535,1.0,0.906,17.0,15.402,2.769,64.0
144.0,0.53,210.242,27.0,95.0,96.0,0.1,0.392,9.7,0.725,11.9,8.628,8.674,28.8
158.0,6.74,0.0,59.9,78.0,78.0,0.1,0.174,1.6,0.756,14.1,10.66,30.075,15.8
321.0,0.01,10.425,12.2,24.0,24.0,0.1,0.011,2.3,0.338,5.5,1.859,725.259,2.631
236.0,0.34,10.43,19.9,89.0,89.0,0.7,0.009,11.2,0.422,6.6,2.785,616.075,6.211
211.0,3.65,0.0,24.5,98.0,99.0,0.5,0.262,15.4,0.604,12.5,7.55,21.902,11.024000000000001
46.0,1.16,5.813,21.8,78.0,78.0,5.1,0.006,3.6,0.405,9.1,3.686,916.015,0.529
41.0,9.65,6.003,15.2,7.0,73.0,8.4,0.004,6.3,0.442,10.3,4.553,2425.271,0.299
141.0,0.01,31.807,55.3,97.0,97.0,0.1,0.059,5.5,0.747,15.9,11.877,59.033,47.0
22.0,0.28,4.633,17.0,82.0,82.0,0.6,0.03,13.2,0.474,8.0,3.792,60.181,0.265
21.0,2.78,0.0,62.4,84.0,84.0,0.1,0.174,0.2,0.608,10.2,6.202,47.064,11.024000000000001
288.0,2.55,47.13,22.5,78.0,8.0,6.0,0.054,8.3,0.401,8.9,3.569,125.316,41.143
99.0,4.17,112.949,47.3,94.0,94.0,0.1,0.046,2.2,0.712,11.9,8.473,178.44,99.0
12.0,11.69,508.75,52.2,97.0,97.0,0.1,0.375,1.3,0.86,16.5,14.19,23.212,11.024000000000001
21.0,5.67,312.8,42.6,95.0,96.0,1.5,0.368,3.6,0.684,12.2,8.345,12.295,11.024000000000001
8.0,0.01,269.143,4.2,99.0,99.0,0.1,0.416,5.7,0.863,15.0,12.945,6.363,11.024000000000001
185.0,0.08,211.878,23.8,81.0,81.0,0.3,0.364,1.6,0.662,12.3,8.143,7.448,1.149
155.0,5.39,30.935,45.6,81.0,85.0,0.1,0.26,2.1,0.663,12.1,8.022,35.125,51.667
136.0,11.37,0.0,54.8,99.0,99.0,0.1,0.174,1.3,0.813,14.8,12.032,47.064,11.024000000000001
278.0,5.16,0.0,12.3,57.0,51.0,0.1,0.174,1.5,0.459,8.0,3.672,19.572,13.9
93.0,12.71,0.0,64.5,99.0,99.0,0.1,0.174,1.8,0.675,12.3,8.302,43.333,11.024000000000001
173.0,0.01,3.696,1.4,83.0,82.0,0.1,0.004,2.9,0.459,7.3,3.351,529.255,0.547
366.0,0.64,76.524,18.2,46.0,39.0,3.1,0.099,8.8,0.387,7.3,2.825,34.684,4.692
184.0,13.29,8.986,57.1,98.0,99.0,0.1,0.067,2.2,0.775,14.6,11.315,112.323,184.0
242.0,8.36,0.0,48.7,98.0,97.0,0.1,0.174,3.1,0.675,12.3,8.302,9.355,242.0
241.0,0.12,59.66,22.1,85.0,83.0,0.2,0.083,7.0,0.479,10.6,5.077,73.544,120.5
296.0,0.3,9.53,18.3,85.0,85.0,0.6,0.064,13.2,0.493,8.2,4.043,29.068,3.083
16.0,13.25,0.0,62.6,99.0,99.0,0.1,0.174,1.9,0.675,12.3,8.302,39.144,11.024000000000001
259.0,0.68,6.449,17.1,77.0,77.0,0.5,0.005,7.8,0.491,9.4,4.615,975.564,5.286
395.0,5.44,7.563,24.4,81.0,82.0,7.0,0.011,6.6,0.456,8.0,3.648,431.902,4.438
266.0,0.01,0.0,21.1,79.0,8.0,1.1,0.174,9.7,0.675,12.3,8.302,24.852,0.853
277.0,8.86,46.197,57.2,98.0,98.0,0.7,0.037,2.5,0.723,14.8,10.7,173.01,46.167
21.0,0.01,45.338,22.9,88.0,88.0,0.3,0.126,12.9,0.547,9.1,4.978,18.048,0.404
14.0,1.49,256.434,54.3,88.0,88.0,0.1,0.312,5.2,0.653,11.1,7.248,16.522,0.28
167.0,9.06,662.266,41.1,91.0,91.0,0.1,0.677,3.9,0.0,15.1,0.0,8.843,11.024000000000001
183.0,2.56,92.815,4.0,99.0,98.0,0.2,0.121,3.1,0.651,11.8,7.682,51.996,7.625
65.0,8.44,473.192,58.8,97.0,96.0,0.1,0.335,0.5,0.856,16.0,13.696,26.364,32.5
88.0,1.62,659.85,18.7,98.0,98.0,0.1,0.443,14.3,0.622,12.0,7.464,16.621,11.024000000000001
434.0,1.23,67.334,18.5,71.0,8.0,16.2,0.037,3.9,0.341,7.3,2.489,186.647,3.709
23.0,2.83,52.302,5.8,99.0,99.0,0.3,0.033,1.8,0.657,12.9,8.475,189.391,7.667
166.0,0.32,51.992,37.4,97.0,96.0,0.2,0.083,3.7,0.608,11.1,6.749,71.684,13.833
132.0,0.01,10.446,17.7,97.0,97.0,0.1,0.018,18.1,0.57,10.0,5.7,153.945,1.091
158.0,5.95,71.685,27.9,99.0,99.0,0.2,0.057,8.2,0.711,13.1,9.314,66.31,13.167
159.0,5.61,318.62,44.2,95.0,95.0,0.1,0.231,2.2,0.649,12.0,7.788,27.698,39.75
365.0,0.56,67.763,17.5,4.0,33.0,3.9,0.099,9.2,0.37,6.7,2.479,32.047,4.62
28.0,1.25,3.181,23.6,94.0,94.0,2.6,0.002,7.7,0.519,9.1,4.723,2938.765,0.459
157.0,5.93,97.522,56.8,82.0,83.0,0.3,0.063,3.3,0.709,13.2,9.359,65.721,22.429
14.0,12.06,149.66,64.5,95.0,95.0,0.1,0.769,1.9,0.781,14.4,11.246,10.318,14.0
397.0,3.65,0.0,22.7,47.0,47.0,4.4,0.035,8.2,0.347,7.1,2.464,165.003,18.905
137.0,4.25,20.218,48.8,92.0,9.0,0.1,0.164,2.0,0.679,10.9,7.401,31.92,137.0
15.0,0.05,688.097,57.7,95.0,95.0,0.1,0.867,7.3,0.745,12.1,9.014,4.938,1.364
24.0,0.05,0.0,35.1,79.0,79.0,0.1,0.174,13.8,0.477,8.6,4.102,28.238,0.49
19.0,10.85,0.0,56.0,93.0,94.0,0.1,0.174,2.6,0.781,12.1,9.45,30.19,11.024000000000001
235.0,0.01,257.84,48.0,99.0,99.0,0.1,0.377,2.2,0.701,14.6,10.235,11.791,117.5
356.0,5.12,62.11,29.4,81.0,86.0,15.2,0.042,12.0,0.578,11.3,6.531,165.826,89.0
199.0,4.52,72.8,51.8,84.0,84.0,0.6,0.053,3.5,0.678,11.5,7.797,118.005,11.024000000000001
18.0,8.74,0.0,65.7,94.0,96.0,0.1,0.174,0.7,0.675,12.3,8.302,92.98,0.581
16.0,5.88,547.21,26.8,99.0,99.0,0.3,0.422,8.3,0.706,13.0,9.178,9.745,1.333
26.0,1.95,81.047,57.3,99.0,99.0,0.1,0.418,4.0,0.7,14.3,10.01,8.798,11.024000000000001
122.0,0.61,70.468,48.9,99.0,99.0,0.1,0.113,7.1,0.734,11.5,8.441,26.385,122.0
491.0,6.45,76.319,33.2,96.0,96.0,14.4,0.538,9.6,0.61,11.9,7.259,9.161,163.667
169.0,0.85,334.167,44.1,67.0,69.0,0.1,0.179,1.6,0.0,10.7,0.0,23.027,11.024000000000001
188.0,8.24,601.761,27.1,98.0,98.0,0.1,0.759,6.3,0.0,12.3,0.0,6.087,11.024000000000001
174.0,2.61,28.808,38.8,88.0,94.0,1.7,0.019,2.8,0.551,9.8,5.4,353.775,21.75
25.0,4.47,418.921,51.1,84.0,83.0,0.6,0.36,3.5,0.672,11.3,7.594,18.833,11.024000000000001
22.0,5.46,47.089,24.0,97.0,97.0,1.2,0.084,6.9,0.521,10.2,5.314,92.936,11.024000000000001
134.0,0.01,495.078,54.2,93.0,93.0,0.1,0.279,2.4,0.0,0.0,0.0,31.912,11.024000000000001
24.0,2.08,57.735,14.8,82.0,82.0,0.9,0.063,11.3,0.495,10.3,5.099,59.427,1.2
378.0,5.72,11.227,13.8,76.0,83.0,4.8,0.013,8.4,0.279,5.2,1.451,563.699,9.947
121.0,6.9,119.212,54.9,91.0,87.0,0.1,0.093,2.0,0.758,12.9,9.778,80.858,121.0
348.0,3.98,0.0,21.9,9.0,92.0,2.4,0.174,6.9,0.675,12.3,8.302,32.83,2.762
265.0,3.33,0.0,13.3,55.0,53.0,0.1,0.174,1.3,0.468,8.0,3.744,25.254,14.722
159.0,3.14,231.911,45.1,93.0,93.0,0.6,0.175,2.3,0.597,11.1,6.627,47.924,31.8
132.0,7.24,194.173,52.0,88.0,92.0,0.1,0.297,2.6,0.738,13.3,9.815,5.055,132.0
386.0,9.3,105.591,21.0,6.0,53.0,5.0,0.138,12.0,0.481,9.2,4.425,28.892,0.455
338.0,4.05,2.03,15.7,96.0,94.0,2.4,0.002,7.8,0.336,8.6,2.89,2986.956,9.941
12.0,1.75,0.0,54.9,98.0,97.0,0.1,0.174,2.5,0.0,11.9,0.0,45.629,11.024000000000001
175.0,3.43,199.412,66.5,83.0,85.0,0.1,0.156,0.2,0.645,12.0,7.74,33.155,11.024000000000001
3.0,0.01,16.887,13.0,36.0,36.0,0.1,0.019,19.9,0.341,6.2,2.114,416.155,0.025
266.0,6.08,56.779,4.7,62.0,63.0,2.7,0.062,4.2,0.458,8.4,3.847,90.386,11.565
262.0,12.23,145.423,55.3,99.0,99.0,0.1,0.148,2.5,0.687,13.6,9.343,43.713,262.0
116.0,3.64,165.617,47.6,87.0,85.0,0.1,0.146,3.3,0.0,0.0,0.0,54.019,11.024000000000001
114.0,8.4,0.0,62.4,91.0,96.0,0.1,0.174,0.7,0.675,12.3,8.302,89.537,3.455
371.0,7.34,978.591,49.5,73.0,73.0,4.5,0.689,5.4,0.652,12.8,8.346,12.75,6.87
3.0,6.64,44.257,36.5,56.0,53.0,4.6,0.033,4.5,0.447,8.1,3.621,161.88,0.12
11.0,3.84,151.14,48.8,86.0,8.0,0.1,0.176,3.1,0.0,11.9,0.0,40.278,11.024000000000001
284.0,0.01,5.141,22.2,63.0,63.0,1.0,0.005,7.7,0.406,8.5,3.451,1044.248,6.927
77.0,2.0,278.36,57.6,97.0,97.0,0.1,0.298,6.1,0.813,14.4,11.707,12.75,11.024000000000001
338.0,4.53,3.196,12.9,69.0,69.0,3.2,0.003,11.0,0.0,3.6,0.0,2093.685,3.634
18.0,1.47,0.0,57.4,95.0,95.0,0.1,0.174,2.3,0.732,13.0,9.516,39.201,11.024000000000001
178.0,5.73,1168.324,56.3,84.0,84.0,0.9,0.929,3.5,0.708,12.7,8.992,7.431,11.024000000000001
321.0,0.59,124.379,39.6,62.0,68.0,1.4,0.059,1.5,0.433,7.2,3.118,115.548,22.929
122.0,13.01,0.0,6.4,97.0,97.0,0.1,0.174,2.2,0.675,12.3,8.302,40.923,11.024000000000001
79.0,2.1,170.737,56.8,98.0,98.0,0.1,0.194,6.1,0.81,14.2,11.502,19.593,11.024000000000001
162.0,0.73,81.289,44.7,79.0,75.0,0.1,0.158,2.9,0.675,11.2,7.56,49.768,23.143
98.0,4.13,787.281,57.7,99.0,96.0,0.1,0.568,3.4,0.784,17.6,13.798,2.094,98.0
254.0,0.73,145.597,16.7,95.0,95.0,0.3,0.125,17.8,0.0,9.2,0.0,42.309,254.0
23.0,2.31,60.651,58.0,99.0,99.0,0.1,0.337,4.0,0.704,14.5,10.208,12.629,11.024000000000001
77.0,10.88,0.0,63.6,94.0,94.0,0.1,0.174,0.8,0.675,12.3,8.302,54.583,19.25
19.0,5.26,99.081,54.8,96.0,96.0,0.5,0.083,3.5,0.7,12.3,8.61,69.749,11.024000000000001
312.0,0.01,38.732,17.1,96.0,96.0,1.2,0.026,7.5,0.393,10.3,4.048,310.944,9.455
164.0,1.58,0.0,68.7,76.0,77.0,0.1,0.174,0.2,0.639,11.7,7.476,78.689,11.024000000000001
221.0,4.41,250.711,49.0,74.0,73.0,1.6,0.223,3.5,0.0,11.0,0.0,31.954,11.024000000000001
36.0,4.19,0.0,2.7,94.0,91.0,4.6,0.174,7.1,0.675,12.3,8.302,30.42,0.275
363.0,0.79,10.972,13.2,55.0,37.0,4.4,0.012,11.6,0.306,5.2,1.591,395.285,1.008
29.0,0.22,42.255,21.2,63.0,63.0,2.0,0.046,8.0,0.385,8.4,3.234,103.195,0.674
191.0,6.25,365.8,43.8,96.0,96.0,0.8,0.394,3.6,0.695,12.8,8.896,11.3,11.024000000000001
165.0,3.13,0.0,26.7,99.0,68.0,0.1,0.174,5.8,0.675,12.3,8.302,32.888,11.0
176.0,3.65,0.0,27.4,8.0,78.0,0.3,0.334,1.4,0.686,12.9,8.849,17.156,1.294
95.0,3.65,0.0,6.5,92.0,92.0,0.1,0.115,1.7,0.775,14.2,11.005,49.976,95.0
288.0,0.82,20.533,44.2,79.0,73.0,1.1,0.117,1.4,0.477,9.2,4.388,37.364,20.571
126.0,5.52,58.46,48.6,95.0,98.0,0.1,0.427,2.2,0.728,12.8,9.318,17.788,63.0
168.0,0.22,0.0,57.8,96.0,96.0,0.1,0.174,2.9,0.671,12.4,8.32,30.993,2.625
272.0,0.01,78.184,17.6,67.0,67.0,0.1,0.067,17.9,0.463,9.8,4.537,127.284,2.925
186.0,4.8,0.0,4.1,99.0,98.0,0.7,0.174,4.0,0.0,12.7,0.0,21.408,11.024000000000001
144.0,4.66,780.595,52.0,93.0,93.0,0.1,0.468,2.3,0.675,11.9,8.033,13.354,8.471
26.0,3.79,126.698,43.9,99.0,95.0,0.1,0.164,2.2,0.661,13.0,8.593,34.234,13.0
279.0,0.01,79.679,16.7,66.0,66.0,0.1,0.055,18.4,0.448,9.2,4.122,166.501,2.735
92.0,0.09,173.576,64.7,98.0,98.0,0.1,0.238,7.4,0.804,13.9,11.176,15.0,10.222
113.0,10.6,0.0,58.4,97.0,97.0,0.1,0.174,1.2,0.841,15.1,12.699,48.786,11.024000000000001
88.0,12.68,0.0,65.6,99.0,97.0,0.1,0.174,1.8,0.675,12.3,8.302,42.53,11.024000000000001
29.0,0.14,8.574,14.4,88.0,88.0,0.1,0.009,18.9,0.0,7.6,0.0,684.041,29.0
294.0,1.73,56.59,18.9,9.0,9.0,4.3,0.097,8.2,0.523,11.1,5.805,41.044,3.303
59.0,11.32,283.33,57.8,99.0,99.0,0.1,0.382,0.9,0.853,14.6,12.454,18.912,11.024000000000001
234.0,2.26,0.0,44.0,76.0,77.0,0.1,0.174,1.4,0.61,14.0,8.54,37.479,13.0
28.0,6.18,6.996,39.6,61.0,6.0,3.3,0.005,4.3,0.455,8.3,3.777,1057.851,1.217
428.0,7.28,1038.886,47.2,72.0,72.0,11.0,0.737,7.3,0.63,12.8,8.064,11.528,6.903
261.0,0.01,48.099,25.6,8.0,8.0,1.2,0.041,7.0,0.416,9.6,3.994,28.719,21.75
17.0,6.66,233.849,39.8,9.0,89.0,0.1,0.142,2.5,0.624,11.8,7.363,53.671,3.4
75.0,3.65,0.0,64.2,99.0,99.0,0.1,0.392,5.3,0.836,13.3,11.119,14.631,75.0
284.0,3.65,0.0,23.3,42.0,54.0,0.5,0.055,7.3,0.414,8.8,3.643,103.484,7.1
429.0,7.38,365.259,4.9,71.0,71.0,24.0,0.268,15.4,0.629,13.0,8.177,30.956,5.645
17.0,1.34,321.769,5.6,95.0,95.0,0.1,0.276,6.4,0.667,13.5,9.004,19.387,4.25
142.0,3.65,0.0,56.1,98.0,96.0,0.1,0.877,2.7,0.754,15.2,11.461,6.534,3.021
191.0,2.36,469.39,52.8,89.0,89.0,0.3,0.348,1.7,0.662,12.9,8.54,19.866,95.5
64.0,9.78,578.742,63.5,97.0,97.0,0.1,0.374,0.6,0.86,16.4,14.104,25.557,32.0
216.0,4.19,137.327,21.1,87.0,87.0,0.1,0.167,1.0,0.648,11.4,7.387,23.54,2.7
288.0,4.5,107.799,15.6,92.0,93.0,1.5,0.057,9.5,0.345,5.4,1.863,118.979,3.6
235.0,4.61,134.168,45.9,96.0,95.0,0.1,0.172,2.2,0.686,13.8,9.467,30.773,117.5
145.0,8.02,516.055,54.0,98.0,99.0,0.1,0.52,2.5,0.79,15.0,11.85,12.145,48.333
345.0,0.61,5.594,12.8,89.0,86.0,2.0,0.021,1.0,0.0,4.3,0.0,184.746,34.5
171.0,0.32,43.341,36.6,95.0,93.0,0.2,0.074,3.7,0.603,11.1,6.693,86.736,14.25
394.0,0.45,49.092,16.4,3.0,19.0,4.7,0.093,9.8,0.338,6.0,2.028,31.411,4.925
93.0,11.02,850.954,55.4,93.0,93.0,0.1,0.523,1.2,0.902,16.9,15.244,18.954,11.024000000000001
487.0,2.08,10.851,19.2,77.0,8.0,13.6,0.011,6.9,0.492,11.1,5.461,386.414,9.549
214.0,5.16,182.616,47.2,66.0,79.0,2.1,0.242,3.6,0.666,12.5,8.325,17.655,26.75
285.0,0.88,23.407,45.7,69.0,72.0,1.0,0.018,1.3,0.494,9.9,4.891,279.929,21.923
162.0,5.92,609.951,25.7,99.0,99.0,0.3,0.438,8.5,0.7,12.9,9.03,8.941,12.462
282.0,0.29,151.976,14.9,89.0,86.0,0.1,0.089,18.6,0.0,8.0,0.0,87.531,282.0
368.0,3.97,0.0,2.2,88.0,85.0,6.4,0.174,7.2,0.675,12.3,8.302,22.786,2.726
42.0,4.21,9.758,21.1,49.0,35.0,3.2,0.013,8.7,0.373,10.3,3.842,260.55,2.333
188.0,3.65,0.0,24.3,85.0,89.0,0.3,0.01,9.5,0.491,9.5,4.664,589.489,7.231
79.0,9.15,442.377,61.5,87.0,89.0,0.1,0.254,0.3,0.884,18.4,16.266,31.004,11.024000000000001
154.0,7.51,163.768,38.9,99.0,97.0,0.1,0.937,3.6,0.0,0.0,0.0,4.78,11.024000000000001
15.0,5.16,26.993,49.9,97.0,98.0,0.1,0.028,1.8,0.685,10.8,7.398,220.211,15.0
138.0,0.48,264.25,28.8,96.0,96.0,0.1,0.447,9.3,0.724,12.1,8.76,8.838,34.5
137.0,0.01,59.259,16.4,94.0,94.0,0.1,0.086,18.5,0.557,9.9,5.514,44.39,0.986
19.0,4.48,518.936,53.8,99.0,89.0,0.1,0.378,3.4,0.719,14.2,10.21,24.815,19.0
142.0,3.65,0.0,48.4,99.0,92.0,0.1,0.923,3.8,0.751,15.8,11.866,6.211,11.024000000000001
148.0,5.03,573.435,48.6,8.0,86.0,0.2,0.449,2.0,0.679,12.3,8.352,3.322,49.333
137.0,3.96,201.186,5.7,94.0,93.0,0.1,0.3,2.0,0.725,11.9,8.628,15.182,137.0
139.0,1.83,300.162,15.2,98.0,98.0,0.1,0.218,14.8,0.577,11.3,6.52,36.615,11.024000000000001
25.0,8.44,453.783,59.6,72.0,76.0,0.2,0.386,2.4,0.739,15.1,11.159,19.352,5.0
345.0,1.37,6.226,19.3,85.0,84.0,5.0,0.038,8.1,0.436,10.2,4.447,147.767,15.682
148.0,5.36,441.845,47.9,83.0,87.0,0.1,0.386,2.0,0.679,12.3,8.352,3.445,49.333
431.0,4.94,459.157,28.7,74.0,86.0,19.2,0.389,12.6,0.57,11.4,6.498,18.528,107.75
271.0,0.26,45.09,18.4,8.0,8.0,0.1,0.054,7.6,0.0,9.2,0.0,67.124,135.5
157.0,1.35,330.101,66.2,91.0,89.0,0.1,0.184,0.1,0.674,13.2,8.897,30.773,11.024000000000001
184.0,3.65,0.0,44.7,99.0,99.0,0.1,0.214,3.0,0.697,12.1,8.434,26.783,10.824
74.0,2.16,142.099,29.2,94.0,94.0,0.1,0.222,2.1,0.818,12.6,10.307,12.8,11.024000000000001
138.0,0.38,62.867,45.9,99.0,99.0,0.1,0.086,7.2,0.0,10.4,0.0,42.978,138.0
242.0,0.04,0.0,34.5,78.0,78.0,0.1,0.174,13.9,0.475,8.7,4.132,27.665,4.745
14.0,4.19,240.14,23.7,94.0,93.0,0.8,0.198,8.7,0.574,11.1,6.371,28.311,11.024000000000001
288.0,8.01,40.537,31.4,44.0,45.0,10.7,0.073,7.1,0.646,12.4,8.01,39.599,96.0
76.0,10.46,31.135,59.5,95.0,95.0,0.1,0.024,1.4,0.888,17.6,15.629,382.376,11.024000000000001
64.0,7.09,899.179,26.4,99.0,97.0,0.1,0.486,1.8,0.881,15.0,13.215,19.562,16.0
114.0,0.4,546.624,64.0,98.0,98.0,0.1,0.4,3.9,0.737,13.1,9.655,18.085,28.5
14.0,11.4,15.715,57.2,96.0,99.0,0.1,0.014,2.2,0.813,15.0,12.195,491.45,4.667
183.0,2.82,0.0,62.0,79.0,75.0,0.1,0.174,0.3,0.604,10.1,6.1,49.245,11.024000000000001
18.0,6.51,16.492,33.5,99.0,99.0,0.1,0.018,5.8,0.74,13.2,9.768,195.852,11.024000000000001
483.0,4.8,368.285,27.2,81.0,81.0,24.0,0.329,13.7,0.559,11.7,6.54,19.654,120.75
211.0,2.77,57.746,5.1,96.0,96.0,0.2,0.036,1.8,0.651,12.9,8.398,184.601,70.333
148.0,3.82,155.207,22.6,92.0,91.0,0.8,0.137,9.2,0.569,11.3,6.43,37.625,11.024000000000001
323.0,1.21,41.961,21.4,83.0,83.0,3.8,0.049,7.3,0.449,11.0,4.939,110.259,15.381
61.0,3.65,0.0,27.4,99.0,99.0,0.1,0.841,13.6,0.701,12.7,8.903,6.815,11.024000000000001
138.0,7.76,123.013,54.6,85.0,83.0,0.1,0.072,1.2,0.771,15.6,12.028,130.789,10.615
15.0,3.73,104.517,46.9,98.0,98.0,0.1,0.145,2.0,0.67,10.7,7.169,43.319,15.0
141.0,2.37,42.731,22.7,99.0,99.0,0.1,0.038,15.2,0.76,14.0,10.64,91.745,47.0
127.0,12.73,649.391,54.7,94.0,93.0,0.1,0.493,2.1,0.739,12.2,9.016,15.55,11.024000000000001
29.0,2.09,5.89,56.6,99.0,99.0,0.1,0.048,4.1,0.698,14.2,9.912,78.256,11.024000000000001
382.0,5.04,98.191,17.7,39.0,38.0,2.6,0.144,1.0,0.426,6.8,2.897,28.38,2.581
157.0,3.88,187.384,45.1,88.0,88.0,0.3,0.219,1.5,0.675,12.5,8.438,21.136,15.7
157.0,10.96,384.147,59.1,94.0,95.0,0.1,0.339,2.3,0.738,13.3,9.815,23.335,157.0
188.0,3.65,0.0,62.7,99.0,99.0,0.1,0.493,4.0,0.734,15.3,11.23,11.627,11.024000000000001
211.0,2.48,385.325,44.2,96.0,96.0,0.1,0.444,3.2,0.0,10.6,0.0,4.477,26.375
189.0,6.43,4.674,45.1,74.0,82.0,2.4,0.004,3.7,0.66,12.3,8.118,1571.468,23.625
287.0,0.03,25.874,15.7,64.0,64.0,0.1,0.037,18.8,0.433,8.7,3.767,223.752,2.609
29.0,0.01,62.484,28.8,8.0,8.0,1.2,0.136,8.3,0.491,7.8,3.83,24.618,2.417
38.0,1.53,31.094,21.2,8.0,8.0,3.4,0.037,8.6,0.489,7.9,3.863,83.824,0.603
258.0,7.6,708.329,47.9,99.0,99.0,0.1,0.853,2.4,0.758,14.6,11.067,4.281,28.667
385.0,6.09,10.619,13.0,72.0,81.0,5.3,0.013,8.8,0.268,4.5,1.206,374.97,9.625
355.0,8.1,35.959,22.1,67.0,77.0,2.3,0.048,8.6,0.523,11.4,5.962,88.067,3.381
236.0,0.04,0.0,38.7,68.0,67.0,0.1,0.174,13.7,0.494,9.0,4.446,32.888,5.13
125.0,1.98,263.143,48.8,91.0,87.0,0.1,0.72,2.8,0.741,11.7,8.67,7.084,20.833
