year,selling_price,fuel,seller_type,transmission,owner,brand,km_dr_gr
2015,516000,1,0,0,1,1,2
2011,150000,1,0,0,2,1,2
2016,400000,1,0,0,1,1,0
2016,800000,0,0,0,1,1,2
2007,165000,1,0,0,3,1,2
2015,1000000,0,0,0,1,1,3
2015,440000,0,0,0,1,1,3
2011,390000,0,0,0,1,1,3
2008,136000,1,0,0,1,1,3
2016,515000,0,0,0,1,1,3
2012,175000,0,0,0,2,1,2
2012,380000,0,0,0,4,1,2
2012,405000,0,0,0,1,1,3
2018,535000,1,0,0,1,1,0
2011,215000,1,0,0,2,1,1
1997,70000,1,0,0,2,1,3
2017,445000,1,0,0,1,1,0
2015,335000,1,0,0,1,1,3
2014,300000,1,0,0,1,1,1
2016,300000,1,0,0,1,1,2
2010,2000000,0,0,1,2,2,2
2009,295000,0,0,0,2,0,3
2006,310000,0,0,0,3,1,2
1997,29999,1,0,0,3,1,2
2016,640000,0,0,0,1,1,2
2012,350000,1,0,0,1,1,0
2013,385000,1,0,0,1,1,3
2013,409999,0,0,0,2,1,3
2016,1300000,0,0,1,1,1,1
2009,210000,1,0,0,3,1,1
2007,300000,0,0,0,1,1,3
2008,450000,0,0,0,1,1,3
2011,170000,0,0,0,2,1,2
2014,650000,0,0,0,1,1,3
1997,125000,1,0,1,4,1,2
2012,145000,1,0,0,1,1,2
2018,681000,0,0,0,1,1,0
2015,635000,0,0,0,1,1,3
2010,140000,1,0,0,2,1,2
2016,750000,0,0,0,3,1,2
2015,611000,0,0,0,2,1,2
2007,110000,1,0,0,3,1,3
2006,100000,1,0,1,2,1,3
2014,225000,0,0,0,1,1,3
2010,250000,0,0,0,3,1,3
2011,385000,0,0,0,2,1,3
2012,135000,1,0,0,1,1,2
2006,65000,1,0,0,2,1,3
2016,260000,1,0,0,1,1,3
2007,150000,1,0,0,4,1,2
2017,430000,1,0,0,2,1,0
2009,200000,1,0,0,4,1,2
2011,125000,1,0,0,2,0,2
2001,45000,1,0,0,2,1,1
2007,80000,1,0,0,3,1,2
2014,545000,2,0,0,1,1,0
2019,1050000,0,0,0,1,1,0
2015,1100000,0,0,1,2,1,2
2014,750000,0,0,0,1,1,1
2016,425000,1,0,0,1,1,0
2016,300000,1,0,0,1,1,1
2019,1200000,0,0,0,1,1,0
2009,240000,1,0,0,1,1,2
2016,450000,0,0,0,2,1,1
2013,500000,0,0,0,1,1,3
2013,295000,0,0,0,1,0,1
2008,100000,0,0,0,3,1,3
2013,700000,0,0,0,1,1,2
2011,180000,0,0,0,2,1,3
2012,225000,0,0,0,2,1,3
2017,310000,1,0,0,1,1,0
2015,625000,0,0,0,1,1,0
2013,275000,2,0,0,2,1,2
2013,245000,1,0,0,2,1,3
2010,160000,1,0,0,1,1,3
2014,250000,1,0,0,1,1,2
2014,450000,0,0,0,1,1,2
2007,85000,0,0,0,2,1,3
2018,1938000,0,0,0,1,1,0
2016,550000,1,0,0,1,1,1
2015,551000,0,0,0,1,1,3
2018,585000,1,0,0,1,1,0
2013,172000,1,0,0,1,1,3
2012,360000,0,0,0,2,1,3
2017,350000,0,0,0,2,1,0
2011,148000,1,0,0,3,1,1
2016,330000,2,0,0,1,1,1
2007,110000,0,0,0,2,1,3
2015,450000,0,0,0,1,1,3
2009,260000,0,0,0,2,0,2
2011,200000,1,0,0,2,1,2
2019,430000,2,0,0,1,1,0
2013,550000,0,0,0,2,1,2
2013,245000,0,0,0,1,1,2
2016,320000,2,0,0,1,1,2
2008,120000,2,0,0,3,1,3
2013,615000,0,0,0,1,1,3
2013,600000,0,0,1,1,1,2
2010,300000,1,0,0,2,1,3
2016,400000,0,1,0,1,1,1
2017,1000000,0,0,1,2,1,1
2012,525000,1,0,0,2,1,2
2013,300000,0,0,0,1,0,3
2011,220000,0,0,0,2,0,3
2015,850000,0,0,0,1,1,3
2011,500000,1,0,0,1,1,0
2003,59000,1,0,0,2,1,2
2011,130000,1,0,0,3,1,1
2016,375000,1,0,0,2,1,3
2009,180000,0,1,0,1,1,3
2011,220000,0,0,0,1,1,3
2013,625000,0,0,0,2,1,3
2013,295000,0,0,0,1,1,3
2011,350000,0,0,0,1,1,3
2012,500000,1,0,0,2,1,3
2017,509999,1,0,0,1,1,0
2020,370000,2,0,0,1,1,0
2016,370000,1,0,0,2,1,0
2009,180000,1,0,0,1,1,1
2012,300000,0,0,0,1,1,3
2015,350000,1,0,0,1,1,0
2018,395000,1,0,0,1,1,0
2015,850000,0,0,0,1,1,3
2016,3500000,0,0,1,1,2,0
2012,280000,0,0,0,2,1,3
2018,775000,0,0,0,2,1,1
2012,420000,0,0,0,2,1,3
2010,310000,1,0,0,2,1,2
2017,1550000,0,0,0,1,1,1
2015,375000,0,0,0,1,0,2
2015,500000,1,0,0,1,1,1
2013,300000,0,0,0,2,1,3
2008,155000,1,0,0,2,1,3
2013,350000,0,0,0,1,1,3
2016,950000,0,0,1,3,1,2
2015,350000,0,0,0,3,1,2
2019,1900000,0,0,1,1,1,0
2020,537000,1,0,0,1,1,0
2019,585000,1,0,0,1,1,0
2002,56000,1,0,0,1,1,1
2012,350000,0,0,0,1,1,3
2019,700000,1,0,0,1,1,0
2017,849000,0,1,0,1,1,1
2014,574000,1,1,1,1,1,0
2014,484999,1,1,0,1,1,0
2018,360000,1,1,0,1,1,0
2014,575000,1,1,1,1,1,0
2014,550000,0,0,0,2,1,3
2016,700000,0,0,0,1,1,3
2019,825000,0,0,1,1,1,0
2009,150000,1,0,0,2,1,2
2018,851000,0,0,1,1,1,1
2014,550000,1,0,0,1,1,1
2016,890000,0,0,0,1,1,1
2012,265000,1,0,0,2,1,3
2014,900000,0,0,0,1,1,3
2013,210000,0,0,0,1,0,2
2015,1650000,0,0,1,1,2,2
2011,750000,0,0,0,2,1,3
2015,400000,1,0,0,1,1,0
2020,925000,0,0,1,1,1,0
2011,275000,1,0,0,3,1,2
2009,175000,1,0,0,1,1,2
2009,155000,0,0,0,3,1,3
2012,325000,0,0,0,2,1,3
2008,50000,0,0,0,3,1,3
2014,645000,0,0,0,1,1,3
2017,597000,0,0,0,1,1,0
2018,400000,1,0,1,2,1,0
2009,300000,0,0,0,1,1,3
2015,573000,0,0,0,2,1,3
2011,180000,1,0,0,1,1,2
2011,70000,1,0,0,1,1,1
2008,500000,0,0,0,3,1,3
2004,110000,1,0,0,2,1,3
2013,450000,0,0,0,2,1,3
2013,310000,0,0,0,1,1,3
2017,400000,0,0,0,1,1,0
2014,390000,0,0,0,2,1,2
2016,741000,0,0,0,1,1,2
2012,330000,0,0,0,2,1,1
2010,300000,0,0,0,3,1,3
2011,215000,1,0,0,3,1,3
2009,150000,1,0,0,3,1,2
2013,250000,1,0,0,1,1,1
2010,180000,1,0,0,2,1,1
2006,150000,1,0,0,2,1,3
2005,275000,1,0,0,2,1,2
2019,556000,1,0,0,1,1,0
2016,550000,1,0,0,1,1,1
2018,1500000,0,0,1,1,1,0
2017,549000,1,0,0,1,1,0
2016,630000,1,0,0,1,1,1
2020,679000,0,0,0,1,1,0
2011,320000,1,0,0,1,1,2
2017,1125000,0,0,0,2,1,1
2017,680000,0,0,0,1,1,2
2017,1050000,0,0,0,1,1,1
2015,450000,0,0,0,1,1,1
2010,210000,1,0,0,1,1,1
2014,470000,0,0,0,1,1,1
2014,470000,1,0,0,1,1,1
2015,550000,0,0,0,1,1,1
2011,204999,1,0,0,1,1,1
2015,950000,1,0,1,1,1,0
2015,550000,0,0,0,2,1,3
2007,270000,0,0,0,2,1,3
2013,280000,0,0,0,3,1,2
2015,630000,0,0,0,2,1,2
2007,220000,1,0,0,1,1,2
2014,320000,0,0,0,1,1,3
2013,225000,1,0,0,2,1,2
2010,380000,1,0,0,2,1,2
2012,380000,0,0,0,3,1,2
2017,600000,0,0,0,1,1,0
2014,620000,0,0,0,2,1,1
2012,500000,0,0,1,1,1,2
2015,700000,0,0,1,1,1,1
2015,550000,0,0,0,1,1,3
2016,600000,0,0,0,1,1,2
2019,550000,1,0,0,2,1,0
2013,475000,0,0,0,3,1,3
2015,615000,0,0,0,2,1,3
2013,385000,0,0,0,2,1,3
2015,500000,1,0,0,1,1,0
2012,450000,0,0,0,1,1,2
2013,580000,0,0,0,2,1,2
2017,550000,0,0,0,1,1,1
2018,780000,1,0,0,1,1,0
2014,500000,0,0,0,1,1,2
2011,270000,0,0,0,2,1,3
2017,755000,0,0,0,1,1,0
2005,310000,0,0,0,2,1,3
2008,450000,0,1,0,1,1,2
2018,611000,1,1,0,1,1,0
2016,819999,0,1,0,1,1,1
2017,340000,1,0,0,1,1,0
2009,1000000,1,0,1,3,2,2
2018,1237000,0,0,0,1,1,1
2013,350000,0,0,0,2,1,2
2000,31000,1,0,0,4,1,1
2018,695000,1,0,0,1,1,1
2015,270000,1,0,0,1,1,1
2016,790000,0,0,0,1,1,3
2016,590000,0,0,0,1,1,3
2017,635000,1,0,1,1,1,3
2015,540000,0,0,0,2,1,3
2012,265000,0,0,0,2,1,2
2014,600000,0,0,0,1,1,1
2012,409999,0,0,0,2,1,3
2015,525000,0,0,0,2,1,2
2011,150000,0,0,0,1,1,1
2007,55000,1,0,0,3,1,2
2011,130000,1,0,0,2,1,2
2017,925000,0,0,0,1,1,1
2017,690000,0,0,0,2,1,2
2012,560000,0,0,0,2,1,3
2018,950000,0,0,0,1,1,0
2017,695000,0,0,0,2,1,2
2013,450000,1,0,0,2,1,0
2013,2000000,0,0,1,1,2,1
2009,229999,1,0,0,1,1,2
2017,300000,1,0,0,1,1,0
2012,200000,1,0,0,2,1,1
2008,725000,0,0,1,2,2,2
2011,235000,1,0,0,2,1,2
2017,666000,1,0,0,1,1,0
2000,65000,1,0,0,3,1,3
2004,85000,1,0,0,3,1,2
2018,834000,0,0,0,1,1,0
2012,430000,0,0,0,1,1,3
2010,360000,0,0,0,2,1,3
2014,240000,1,0,0,1,1,2
2016,210000,0,0,0,1,1,3
2010,135000,0,0,0,2,1,3
2017,700000,0,0,0,1,1,1
2017,750000,0,0,0,1,1,1
2012,425000,0,0,0,1,1,2
2011,150000,1,0,0,3,0,3
2014,225000,1,0,0,1,0,0
2017,330000,1,0,0,1,1,0
2007,54000,2,0,0,2,1,3
2014,374000,1,1,1,1,1,1
2012,549000,0,1,1,1,1,2
2016,390000,0,0,0,2,1,1
2013,455999,1,1,0,1,1,1
2013,453000,1,1,1,2,1,1
2016,579000,1,1,0,1,1,0
2010,258000,1,1,1,1,1,1
2012,428000,1,1,0,1,1,1
2011,262000,1,1,0,1,1,1
2013,389000,1,1,0,1,1,1
2015,346000,1,1,0,1,1,1
2011,339000,1,1,0,1,1,1
2011,272000,1,1,1,1,1,1
2012,369000,1,1,0,1,1,1
2011,277000,1,1,0,1,1,1
2018,535000,1,0,0,1,1,0
2015,265000,1,0,0,1,1,2
2013,400000,1,0,0,1,1,2
2014,459999,0,0,0,2,1,2
2019,667000,1,0,0,1,1,0
2011,300000,0,0,0,2,1,2
2012,229999,0,0,0,1,1,3
2016,200000,0,0,0,2,1,3
2005,150000,0,0,0,3,1,3
2012,280000,0,0,0,3,1,3
2014,590000,1,0,0,2,1,2
2010,142000,1,0,0,2,1,1
2014,600000,0,0,0,2,1,1
2017,700000,0,0,0,1,1,1
2013,200000,1,0,0,1,0,2
2016,900000,0,0,0,1,1,3
2014,220000,1,0,0,1,1,3
2018,650000,1,0,1,2,1,0
2017,3100000,0,0,1,1,1,2
2016,1500000,0,0,0,2,1,3
2012,1800000,0,0,1,1,2,1
2017,2100000,0,0,1,2,2,1
2010,250000,0,0,0,3,1,3
2012,550000,0,0,0,1,1,2
2009,125000,1,0,0,2,1,3
2011,450000,1,0,0,3,1,2
2015,850000,0,0,0,1,1,3
2014,459999,0,0,0,2,1,2
2014,434999,0,0,0,2,1,3
2008,120000,0,0,0,2,1,3
2015,600000,0,0,0,1,1,2
2008,135000,1,0,0,2,1,2
2016,780000,0,0,0,1,1,0
2008,100000,1,0,0,2,1,3
2017,650000,0,0,0,1,1,1
2004,50000,1,0,0,1,1,1
2012,425000,0,0,0,2,1,3
2015,500000,0,0,0,1,0,2
2016,459999,1,0,0,1,1,0
2020,578000,1,0,0,1,1,0
2012,550000,0,0,0,2,1,3
2013,465000,1,0,0,2,1,2
2018,890000,0,0,0,1,1,2
2014,250000,0,0,0,1,1,3
2019,1250000,0,0,0,1,1,0
2015,615000,0,0,0,1,1,1
2014,684000,0,0,0,2,1,1
2014,680000,0,0,0,2,1,2
2014,500000,0,0,0,1,1,3
2014,520000,0,0,0,1,1,3
2012,390000,0,0,0,2,1,3
2012,434999,0,0,0,3,1,3
2010,350000,0,0,0,2,1,3
2018,675000,0,0,0,1,1,1
2011,1350000,0,0,1,2,2,2
2011,1350000,0,0,1,1,2,2
2019,1200000,0,0,0,1,1,0
2011,265000,0,0,0,1,1,1
2016,395000,1,0,0,2,1,1
2016,385000,1,0,0,2,1,1
2009,142000,1,0,0,2,1,2
2009,160000,1,0,0,1,1,0
2012,180000,0,0,0,3,1,1
2019,700000,1,1,0,1,1,0
2015,400000,1,1,0,1,1,1
2012,200000,1,1,0,1,1,0
2012,250000,1,1,0,1,1,1
2015,400000,1,1,0,1,1,1
2013,371000,1,1,0,2,1,2
2016,570000,0,1,0,2,1,3
2013,300000,1,0,0,2,1,2
2017,620000,1,0,0,1,1,0
2018,949000,1,0,0,1,1,0
2018,750000,0,0,0,1,1,1
2017,350000,1,0,0,2,1,0
2017,1250000,0,0,0,1,1,1
2013,235000,1,0,0,2,1,1
2012,220000,1,0,0,1,1,3
2014,380000,0,0,0,2,1,2
2010,160000,1,0,0,3,1,3
2017,339000,1,0,0,1,1,0
2011,229999,1,0,0,1,1,3
2016,400000,0,0,0,1,1,0
2018,470000,0,0,0,1,1,0
2019,575000,1,0,0,1,1,0
2019,325000,1,0,0,1,0,0
1997,50000,1,0,0,2,1,3
2014,350000,1,0,0,1,1,0
2016,300000,1,0,0,1,1,0
2014,540000,0,0,0,1,1,3
2018,580000,1,0,0,1,1,0
2015,1000000,0,0,0,1,1,2
2017,459999,0,0,0,1,1,2
2015,635000,0,0,0,1,1,1
2014,650000,0,0,0,3,1,2
2013,525000,0,0,0,2,1,3
2015,350000,1,0,0,3,0,1
2008,320000,0,0,0,3,1,3
2006,450000,0,0,0,4,1,3
2011,227000,1,0,0,1,1,2
2011,325000,0,0,0,2,1,3
2018,275000,1,0,1,1,0,0
2013,300000,1,0,0,3,1,2
2011,400000,0,0,0,3,1,3
2017,900000,0,0,1,1,1,1
2010,165000,1,0,0,1,1,0
2014,210000,1,0,0,1,1,2
2016,650000,0,0,0,1,1,0
2016,260000,1,0,0,1,1,2
2013,450000,1,0,0,1,1,2
2008,130000,1,0,0,2,1,3
2019,890000,0,0,0,1,1,0
2014,3500000,0,0,1,1,1,1
2014,750000,0,0,0,2,1,2
2019,2000000,1,1,1,0,1,0
2017,270000,1,0,0,1,1,0
2017,700000,1,0,0,1,1,0
2010,130000,1,0,0,2,1,0
2015,650000,0,0,0,1,1,2
2005,55000,1,0,0,1,1,1
2017,475000,1,0,1,1,1,0
2013,325000,0,0,0,1,1,1
2017,615000,1,0,1,1,1,1
2015,390000,1,0,0,1,1,0
2019,650000,1,0,1,1,1,0
2015,440000,1,0,0,1,1,0
2013,499000,0,0,0,1,1,2
2016,800000,0,0,0,1,1,2
2020,600000,1,0,0,1,1,0
2017,400000,1,0,0,1,1,1
2017,700000,0,0,0,1,1,2
2017,800000,0,0,0,1,1,0
2015,600000,0,0,0,1,1,2
2016,580000,0,0,0,1,1,3
2016,350000,1,0,0,1,1,0
2011,204999,0,0,0,1,1,3
2017,1350000,0,0,0,1,1,0
2009,310000,0,0,0,2,1,3
2011,700000,0,0,0,2,1,3
2016,459999,0,0,0,2,1,2
2012,275000,2,0,0,3,1,2
2016,390000,1,0,0,1,1,0
2005,110000,1,1,0,2,1,1
2018,5830000,0,0,1,1,2,0
2018,665000,0,1,0,1,1,1
2019,721000,1,1,0,1,1,0
2016,390000,0,1,0,1,1,1
2019,975000,0,1,0,1,1,0
2019,685000,1,1,0,1,1,0
2019,595000,1,1,0,1,1,0
2018,900000,0,1,0,2,1,1
2018,950000,0,1,0,1,1,1
2017,570000,1,1,0,1,1,0
2018,700000,1,1,0,1,1,0
2018,910000,0,1,0,1,1,1
2018,751000,0,1,0,1,1,1
2009,135000,0,0,0,2,1,3
2017,975000,0,1,0,1,1,1
2019,925000,0,1,0,1,1,1
2016,725000,0,1,0,1,1,2
2013,550000,0,1,0,1,1,2
2014,550000,0,1,0,1,1,2
2013,750000,0,1,0,1,1,2
2013,475000,1,1,0,2,1,1
2017,325000,1,1,0,1,0,2
2017,725000,0,1,0,1,1,2
2018,775000,1,1,0,2,1,1
2017,625000,0,1,0,1,1,2
2009,195000,1,1,0,2,1,1
2014,470000,0,1,0,1,1,2
2016,1650000,0,1,0,1,1,2
2013,380000,0,0,0,1,1,1
2017,650000,0,0,0,1,1,2
2016,275000,1,0,0,1,1,1
2009,220000,1,0,0,2,1,3
2008,200000,1,0,0,2,1,1
2015,315000,1,0,0,2,1,3
2004,90000,1,0,0,3,1,3
2007,120000,1,0,0,2,1,2
2006,90000,1,0,0,2,1,3
2018,1500000,0,0,0,1,1,0
2015,370000,0,0,0,1,1,1
2016,595000,0,0,0,1,1,3
2007,150000,0,0,0,2,1,3
2012,400000,0,0,0,2,1,1
2016,310000,1,0,0,2,1,0
2005,105000,1,0,0,2,1,3
2014,750000,0,0,0,1,1,2
2019,521000,1,0,1,1,1,0
2010,180000,0,0,0,1,1,2
2011,220000,0,0,0,2,1,3
1998,40000,1,0,0,2,1,2
2018,540000,1,0,0,1,1,0
2007,140000,1,0,0,2,1,0
2003,200000,1,0,0,1,1,3
2015,650000,0,0,0,2,1,3
2010,229999,0,0,0,2,1,3
2010,305000,0,0,0,3,1,3
2018,1400000,0,0,0,1,1,0
2010,465000,0,0,0,1,1,2
2011,210000,0,0,0,3,1,3
2016,570000,0,0,0,1,1,3
2015,650000,1,0,0,1,1,1
2016,620000,1,0,0,1,1,1
2012,250000,1,0,0,2,1,2
2011,1000000,0,0,1,1,2,1
2012,300000,2,0,0,1,1,1
2013,300000,0,0,0,1,0,2
2018,810000,0,0,0,2,1,0
2011,270000,0,0,0,3,0,3
2015,470000,0,0,0,2,1,2
2017,400000,0,0,0,1,1,2
2014,300000,1,0,0,2,1,1
2015,170000,1,0,0,3,1,0
2014,455999,0,0,0,1,1,2
2002,35000,1,0,0,2,1,2
2005,85000,1,0,0,1,1,3
2016,650000,0,0,0,2,1,2
2017,350000,1,0,0,1,1,0
2013,125000,0,0,0,1,0,3
2005,80000,1,0,1,2,1,2
2009,120000,1,0,0,1,1,3
2008,250000,1,0,0,1,1,3
2011,225000,0,0,0,1,1,2
2007,215000,0,0,0,2,1,3
2017,450000,0,0,0,2,1,1
2017,509999,1,0,0,1,1,2
2015,245000,1,0,0,2,1,1
2016,620000,0,1,0,1,1,0
2019,1700000,0,0,0,1,1,0
2019,590000,1,0,0,1,0,0
2014,370000,0,0,0,1,1,0
2013,350000,1,0,0,1,1,0
2017,580000,1,0,0,1,1,0
2018,450000,1,0,0,1,1,1
2017,600000,1,0,0,1,1,0
2016,2400000,0,0,1,1,1,0
2017,450000,1,0,0,1,1,2
2009,150000,0,0,0,1,1,0
2019,400000,1,0,0,1,1,0
2013,185000,1,0,0,1,1,2
2018,625000,1,0,1,1,1,1
2019,700000,1,0,0,1,1,0
2017,390000,1,0,0,1,1,0
2018,625000,1,0,0,1,1,0
2014,400000,1,0,0,1,1,1
2011,380000,0,0,0,4,1,3
2009,400000,1,0,1,1,1,2
2019,620000,1,0,0,1,1,3
2008,190000,0,0,0,2,1,3
2013,210000,1,0,0,2,1,1
2012,270000,0,0,0,3,1,2
1999,45000,1,0,0,3,1,3
2014,220000,1,0,0,2,1,2
2014,550000,0,0,0,1,1,0
2013,370000,1,0,0,1,1,3
2006,95000,1,0,1,2,1,3
2015,650000,0,0,0,1,1,1
2012,550000,1,0,0,1,1,3
2010,225000,0,0,0,2,1,3
2004,40000,1,0,0,2,1,1
2016,280000,1,0,0,1,1,1
2017,570000,1,1,1,1,1,1
2017,290000,1,0,0,2,1,2
2018,720000,0,0,0,2,1,1
2017,800000,0,0,0,1,1,1
2012,265000,1,0,0,3,1,0
2016,350000,0,0,0,2,1,2
2008,200000,1,0,0,2,1,2
2016,490000,0,0,0,1,0,2
2012,450000,0,0,0,2,1,2
2016,950000,0,0,0,1,1,1
2012,355000,1,0,0,2,1,2
2019,700000,1,0,0,1,1,0
2012,459999,0,0,0,1,1,2
2012,350000,0,0,0,2,1,2
2006,85000,1,0,0,2,1,1
2016,290000,1,0,0,1,1,0
2019,1000000,0,0,0,1,1,2
2008,85000,1,0,0,2,1,0
2003,65000,1,0,0,1,1,3
2005,75000,1,0,0,1,1,3
2003,100000,0,0,0,2,1,3
2009,170000,0,0,0,1,1,1
2017,525000,1,0,1,1,1,1
2020,265000,1,0,0,2,1,2
2018,459999,1,0,0,1,1,1
2017,250000,1,0,0,1,1,0
2013,395000,0,0,0,2,1,2
2014,375000,1,0,0,1,1,1
2009,120000,0,0,0,1,1,3
2011,290000,0,0,0,2,1,3
2017,409999,1,0,0,1,1,1
2009,200000,1,0,0,1,0,0
2018,900000,0,0,0,1,1,0
2003,50000,1,0,0,3,1,1
2012,450000,0,0,0,1,1,3
2012,650000,0,0,0,3,1,2
2014,300000,0,0,0,2,1,2
2014,425000,0,0,0,1,1,1
1998,55000,1,0,0,2,1,1
2011,200000,1,0,0,2,1,1
2015,975000,0,0,0,1,1,3
2013,450000,0,0,0,1,1,2
2014,600000,0,0,0,2,1,2
2014,550000,0,0,0,1,1,2
2011,180000,0,0,0,1,1,2
2010,300000,0,0,0,1,1,3
2016,350000,1,0,0,2,1,2
2014,465000,0,0,0,1,1,2
2010,200000,0,0,0,2,1,3
2014,350000,0,0,0,2,0,3
2015,650000,1,0,0,1,1,2
2010,150000,1,0,0,2,1,3
2014,560000,0,0,0,2,1,3
2015,625000,0,0,0,1,1,2
2012,220000,0,0,0,1,1,3
2013,250000,0,0,0,1,1,3
2018,575000,0,0,0,1,1,2
2015,1050000,0,0,0,1,1,2
2015,3000000,0,0,1,2,2,2
2012,200000,0,0,0,3,1,2
2016,262000,1,0,0,1,1,1
2018,299000,1,0,0,1,1,0
2015,250000,1,0,0,1,1,0
2011,140000,1,0,0,4,1,1
2013,360000,0,0,0,3,1,2
2015,210000,1,0,0,1,0,2
2017,600000,0,0,0,1,1,1
2011,210000,0,0,0,1,1,3
2011,300000,0,0,0,2,1,2
2016,450000,1,0,0,1,1,0
2018,3200000,0,0,1,1,1,0
2019,550000,1,0,0,1,1,0
2011,100000,0,0,0,1,1,2
2006,80000,1,0,0,2,1,2
2017,295000,1,0,0,1,1,2
2017,360000,1,0,0,1,1,0
2014,210000,1,0,0,1,1,2
2019,585000,1,0,1,1,1,2
2016,560000,0,0,0,1,1,1
2015,600000,0,0,0,1,1,2
2017,330000,1,0,0,1,0,1
2019,990000,1,0,0,1,1,0
2019,695000,1,0,1,1,1,0
2014,300000,0,0,0,1,1,1
2015,270000,1,0,0,1,1,0
2010,185000,0,0,0,2,1,2
2013,200000,0,0,0,1,0,2
2019,459999,2,0,0,1,1,0
2013,240000,0,0,0,2,1,3
2015,570000,0,0,0,1,1,2
2018,850000,0,0,0,1,1,2
2011,155000,0,0,0,3,1,2
2011,270000,0,0,0,1,1,3
2015,610000,1,0,0,1,1,0
2015,1000000,0,0,0,1,1,1
2012,450000,0,0,0,2,1,3
2018,500000,0,0,0,1,1,0
2018,700000,0,0,0,1,1,1
2007,135000,1,0,0,1,1,1
2012,430000,0,0,0,2,1,3
2014,625000,0,0,0,2,1,2
2011,280000,1,0,0,1,1,2
2012,220000,0,0,0,2,1,2
2017,620000,1,0,0,1,1,0
2011,300000,0,0,0,1,1,2
2010,180000,1,0,0,2,1,0
2013,250000,0,0,0,3,1,3
2017,480000,1,0,0,1,1,1
2019,885000,1,0,0,2,1,0
2020,550000,0,0,0,1,1,1
2018,800000,0,0,0,1,1,0
2013,180000,1,0,0,1,1,2
2010,200000,1,0,0,1,1,0
2012,380000,0,0,0,2,1,1
2019,520000,1,0,1,1,1,0
2004,90000,1,0,0,1,1,1
1999,40000,1,0,0,2,1,1
2015,370000,0,0,0,1,0,3
2009,290000,1,0,0,2,1,3
2013,215000,1,0,0,2,1,1
2017,1282000,0,0,0,1,1,1
2012,610000,0,0,0,1,1,2
2013,380000,0,0,0,2,1,3
2017,1250000,0,0,0,1,1,2
2012,400000,0,0,0,2,1,3
2018,700000,1,0,1,2,1,0
2014,650000,0,0,0,1,1,2
2014,95000,1,0,0,2,1,1
2015,1147000,0,0,0,1,1,1
2010,150000,1,0,0,1,1,3
2008,120000,1,0,0,3,1,2
2003,130000,2,0,0,3,1,2
2010,180000,0,1,0,2,1,3
2013,325000,0,1,0,1,1,2
2015,550000,0,1,0,1,1,3
2018,950000,0,1,0,1,1,0
2014,500000,0,1,0,2,1,3
2017,725000,0,1,0,1,1,2
2011,180000,0,0,0,1,1,3
2016,650000,0,0,0,1,1,0
2011,210000,0,0,0,1,1,3
2012,200000,0,0,0,1,1,3
2011,295000,0,0,0,2,1,2
2007,160000,1,0,0,3,1,3
2017,450000,1,0,1,1,1,0
2016,385000,1,0,0,1,0,0
2011,350000,0,0,0,2,1,2
2019,558000,0,0,0,1,1,2
2010,165000,1,0,0,3,1,1
2012,300000,0,0,0,2,1,2
2012,900000,0,0,0,1,1,3
2008,830000,0,0,1,3,2,1
2008,890000,0,0,1,3,2,2
2014,640000,0,0,0,2,1,2
2013,450000,0,0,0,1,0,1
2018,825000,0,0,0,1,1,2
2013,500000,0,0,0,2,1,2
2017,325000,1,0,0,2,1,0
2014,450000,0,0,0,1,1,3
2017,675000,1,0,0,2,1,0
2017,415000,1,0,0,1,1,0
2017,1100000,0,0,0,1,1,1
2014,509999,0,0,0,2,1,2
2007,200000,0,0,0,4,1,3
2013,500000,0,0,0,2,1,2
2009,45000,0,0,0,2,1,3
2017,270000,1,0,0,1,1,1
2017,550000,1,0,0,1,1,1
2016,235000,1,0,0,1,1,1
2018,600000,1,0,0,1,1,1
2015,525000,0,0,0,1,1,1
2012,325000,0,0,0,1,1,2
2014,420000,0,0,0,1,1,2
2014,229999,1,0,0,2,1,1
2013,375000,0,0,0,4,1,2
2012,750000,0,0,0,1,1,3
2018,400000,1,0,0,1,1,1
2013,600000,0,0,0,1,1,2
2008,110000,1,0,0,3,1,2
2007,45000,1,0,0,1,1,2
2019,722000,0,0,0,1,1,2
2020,500000,1,0,0,1,1,0
2007,250000,0,0,0,2,1,3
2018,950000,0,0,0,1,1,1
2013,375000,0,0,0,1,1,3
2018,780000,0,0,0,1,1,0
2018,575000,1,0,0,1,1,0
2017,563000,1,0,0,2,1,0
2017,450000,1,0,0,1,1,0
2020,2300000,0,0,1,1,1,0
1999,80000,1,0,0,1,1,0
2010,320000,0,0,0,2,1,3
2008,375000,1,0,0,3,1,3
2017,400000,1,0,0,1,1,3
2011,600000,0,0,0,1,1,3
2016,315000,1,0,0,2,1,1
2012,1100000,0,0,1,2,2,2
2010,350000,0,0,0,2,1,3
2016,375000,1,0,0,1,1,3
2013,1050000,0,0,0,2,1,3
2005,130000,0,0,0,3,1,2
2015,350000,1,0,0,1,1,0
2011,170000,2,0,0,4,1,3
2010,120000,1,0,0,3,1,3
2015,819999,0,0,0,1,1,2
2018,451999,1,0,1,2,1,0
2016,500000,1,0,0,3,1,1
2015,1250000,0,0,0,1,1,2
2015,500000,0,0,0,1,1,3
2015,490000,0,0,0,1,1,1
2008,200000,0,0,0,2,1,3
2012,240000,1,0,0,1,1,0
2018,655000,1,0,0,1,1,0
2015,450000,1,0,0,2,1,0
